"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Searchresult","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylisttext","Categorylistlink","Categorylistlink_link","Tagflame","Secondary 1","Secondary 2","Phonenumber","Startorder","Startorder_link","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=40&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/_YBq0jM8VMb4jhdJUYi1Lw/90s.jpg","Roman's Mexi-Cali Grill","https://www.yelp.com/biz/romans-mexi-cali-grill-huntington-beach-2","50.","Roman’s Mexi-Cali Grill","https://www.yelp.com/biz/romans-mexi-cali-grill-huntington-beach-2","127 reviews","$","Mexican, Breakfast & Brunch, American (Traditional)","Mexican; Breakfast & Brunch; American (Traditional)","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=mexican; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=breakfast_brunch; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=tradamerican","","5050 Heil Ave","Huntington Beach, CA 92649","(562) 592-0050","","","https://s3-media4.fl.yelpcdn.com/photo/x05RKotnMQoHPExFZnDDKg/30s.jpg","Kevin C.","https://www.yelp.com/user_details?userid=n1022RmRa3cduXs3x62eTg","Uh....this place rocks.  The exterior of this place won't blow you away.  In fact, it might scare off some potential customers.   Tiny strip mall just off Bolsa Chica, but this place…","read more","https://www.yelp.com/biz/romans-mexi-cali-grill-huntington-beach-2?hrid=RQD0s2C-QJW-yAj8KlLnRg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/Jld3BTFvbyM6KMvk-qT8zA/90s.jpg","Sancho's Tacos","https://www.yelp.com/biz/sanchos-tacos-huntington-beach-2","51.","Sancho’s Tacos","https://www.yelp.com/biz/sanchos-tacos-huntington-beach-2","712 reviews","$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=mexican","","602 Pacific Coast Hwy","Huntington Beach, CA 92648","(714) 536-8226","","","https://s3-media1.fl.yelpcdn.com/photo/NQsJawzrVmOWhYxiJxd15w/30s.jpg","Tommy S.","https://www.yelp.com/user_details?userid=GILZgsZYotICpxw-zp5uaA","The OG tacos are the way to go. I'm a regular here whenever I come to Huntington and if you've never tried them you must. Tacos have a sweet sauce and are a little spicy with high…","read more","https://www.yelp.com/biz/sanchos-tacos-huntington-beach-2?hrid=gfk6N7AF9dpKxVH50p8uWQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/a3VTGhhSLpB3EEmsxjLlMQ/90s.jpg","Lot 579","https://www.yelp.com/biz/lot-579-huntington-beach-2","52.","Lot 579","https://www.yelp.com/biz/lot-579-huntington-beach-2","8 reviews","$$","Coffee & Tea, Seafood, Sandwiches","Coffee & Tea; Seafood; Sandwiches","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=coffee; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches","","21010 Pacific Coast Hwy","Huntington Beach, CA 92648","","","","https://s3-media3.fl.yelpcdn.com/photo/QBeALuh9BNCrPfLsqrVapQ/30s.jpg","Jenny N.","https://www.yelp.com/user_details?userid=sGZVDdB5qz1xfPZIdks3aA","Fun place to eat, drink, and hang out with friends or with family.   Also saw a lot of people bringing there dogs here which is super cool. Can't wait to bring our dog out here with…","read more","https://www.yelp.com/biz/lot-579-huntington-beach-2?hrid=iYdSUIBNFkO5VHN-Pxryfw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/rAai3bZd5Ptmgi22aurPuw/90s.jpg","Grams BBQ","https://www.yelp.com/biz/grams-bbq-garden-grove-2","53.","Grams BBQ","https://www.yelp.com/biz/grams-bbq-garden-grove-2","30 reviews","$$","Barbeque, Diners, Bars","Barbeque; Diners; Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bbq; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=diners; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bars","Opened 5 weeks ago","8902 Garden Grove Blvd","Garden Grove, CA 92844","(714) 530-5620","","","https://s3-media2.fl.yelpcdn.com/photo/0JRKf2MMXrDtCRSzz1f6xg/30s.jpg","Minh N.","https://www.yelp.com/user_details?userid=NruVJWUY4jK7nXSJAtS9cw","I went during soft opening and I must say this place has one of the best customer service I've ever seen for any KBBQ place. Our server Ewan was super friendly and helpful for our…","read more","https://www.yelp.com/biz/grams-bbq-garden-grove-2?hrid=-UooGozvFIgWQeLQGKQ5uw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/6_roBkcpf3H5_YoL8pSKXA/90s.jpg","Saigon District Restaurant","https://www.yelp.com/biz/saigon-district-restaurant-huntington-beach-2","54.","Saigon District Restaurant","https://www.yelp.com/biz/saigon-district-restaurant-huntington-beach-2","150 reviews","$$","Seafood, Vietnamese, Asian Fusion","Seafood; Vietnamese; Asian Fusion","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=vietnamese; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=asianfusion","","19171 Magnolia St","Huntington Beach, CA 92646","(657) 845-9189","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/QOvFvkELcH--GDN5kK9eRQ/90s.jpg","The Backhouse","https://www.yelp.com/biz/the-backhouse-huntington-beach","55.","The Backhouse","https://www.yelp.com/biz/the-backhouse-huntington-beach","145 reviews","$$","Sushi Bars, Ramen","Sushi Bars; Ramen","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=ramen","","21058 Pacific Coast Hwy","Huntington Beach, CA 92648","(714) 374-1010","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/bR7-FHz9r8ZJ6rRPblpVMw/90s.jpg","ZeroZero39 Pizzeria","https://www.yelp.com/biz/zerozero39-pizzeria-huntington-beach","56.","ZeroZero39 Pizzeria","https://www.yelp.com/biz/zerozero39-pizzeria-huntington-beach","339 reviews","$","Pizza, Italian, Sandwiches","Pizza; Italian; Sandwiches","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=pizza; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches","","221 Main St","Huntington Beach, CA 92648","(714) 969-2929","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/t4ioMkp4VFTU56hsTTTejQ/90s.jpg","Capones Italian Cucina","https://www.yelp.com/biz/capones-italian-cucina-huntington-beach","57.","Capones Italian Cucina","https://www.yelp.com/biz/capones-italian-cucina-huntington-beach","362 reviews","$$","Italian, Seafood","Italian; Seafood","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood","","19688 Beach Blvd","Huntington Beach, CA 92646","(714) 593-2888","","","https://s3-media2.fl.yelpcdn.com/photo/YlRr2wH29WDZuIc7yvT1lQ/30s.jpg","Kathleen G.","https://www.yelp.com/user_details?userid=s21raPusosPnz4Mot0tddQ","This is our favorite place to eat Italian food, service,  ambiance  and the selection of wine and food....just amazing! All the Dino dishes are prepared with such love, and just…","read more","https://www.yelp.com/biz/capones-italian-cucina-huntington-beach?hrid=8Pd0dkp6UVxiCirlAxlDkQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/sJc7qfN9xrsjRR-IQLpzag/90s.jpg","Pho K-Tea","https://www.yelp.com/biz/pho-k-tea-fountain-valley","58.","Pho K-Tea","https://www.yelp.com/biz/pho-k-tea-fountain-valley","10 reviews","$","Asian Fusion","Asian Fusion","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=asianfusion","Opened 3 months ago","18041 Magnolia St","Fountain Valley, CA 92708","(714) 968-2199","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/qHK4CDJzmz88Hd_93nAFYg/90s.jpg","Tanner's","https://www.yelp.com/biz/tanners-huntington-beach","59.","Tanner’s","https://www.yelp.com/biz/tanners-huntington-beach","283 reviews","$$","Lounges, Cocktail Bars, American (New)","Lounges; Cocktail Bars; American (New)","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=lounges; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=cocktailbars; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=newamerican","","21080 Pacific Coast Hwy","Huntington Beach, CA 92648","(714) 698-6130","","","https://s3-media4.fl.yelpcdn.com/photo/xgAP7DtWKcpNN-Zao9lGUA/30s.jpg","Cathy M.","https://www.yelp.com/user_details?userid=xj4kmVaAsLVr5o_6WYj5LA","Came here last Friday night on a drinking date. It was so much fun! We were supposed to go over to Bungalow, but decided just to go to Tanners first, since we knew it was going to be…","read more","https://www.yelp.com/biz/tanners-huntington-beach?hrid=NYm-yEhtDIeNtXJ05DJbpg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=50&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/hu4Z1hoHmMnQ-UKtwD5oDw/90s.jpg","Da Hawaiian Kitchen","https://www.yelp.com/biz/da-hawaiian-kitchen-huntington-beach","60.","Da Hawaiian Kitchen","https://www.yelp.com/biz/da-hawaiian-kitchen-huntington-beach","515 reviews","$$","Hawaiian","Hawaiian","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=hawaiian","","9842 Adams Ave","Huntington Beach, CA 92646","(714) 968-8900","","","https://s3-media4.fl.yelpcdn.com/photo/XyW0pgAL4NHy8n8BaZjCWw/30s.jpg","Mikayla S.","https://www.yelp.com/user_details?userid=nAvu4wG97-rkSjCe76c0Eg","Went for my first time the other day for a to go order. I'm born and raised in Hawai'i and it's safe to say that I found THEE place to satisfy my poke cravings. I got the DHK bowl…","read more","https://www.yelp.com/biz/da-hawaiian-kitchen-huntington-beach?hrid=xaK8S4DX1Xc4YKtW28MwAQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/lbnx0flxupmFdHel09Jfyw/90s.jpg","Harbour Rackhouse","https://www.yelp.com/biz/harbour-rackhouse-huntington-beach-3","61.","Harbour Rackhouse","https://www.yelp.com/biz/harbour-rackhouse-huntington-beach-3","89 reviews","$$","American (Traditional), Sports Bars, Sandwiches","American (Traditional); Sports Bars; Sandwiches","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=tradamerican; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sportsbars; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches","","16903 Algonquin St","Huntington Beach, CA 92649","(714) 377-3893","","","https://s3-media3.fl.yelpcdn.com/photo/6tJlenJNvDrafS4tAgZFDw/30s.jpg","Ryan S.","https://www.yelp.com/user_details?userid=Fk2t9CiTUURVc_0Z_ZZpHQ","We decided to host our engagement party here and it could not have gone better. What a night!  Erika went above and beyond helping us get everything organized and making the process…","read more","https://www.yelp.com/biz/harbour-rackhouse-huntington-beach-3?hrid=lDlhY-bJubz7PhanSeh7HQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/q1o3TUCDB0Dov3l1gn4kqw/90s.jpg","Cucina Alessa","https://www.yelp.com/biz/cucina-alessa-huntington-beach-3","62.","Cucina Alessa","https://www.yelp.com/biz/cucina-alessa-huntington-beach-3","712 reviews","$$","Italian, Party & Event Planning","Italian; Party & Event Planning","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=eventplanning","","520 Main St","Huntington Beach, CA 92648","(714) 969-2148","","","https://s3-media3.fl.yelpcdn.com/photo/btvRnLnK_x_XUocpPqDQaw/30s.jpg","Ariana D.","https://www.yelp.com/user_details?userid=cfMWusIf1M2_ezcDhd_C0Q","This delicious Italian Restaurant is on the corner of Main & 6th practically on your way toward Huntington State Beach. For years I've driven past this place & always wondered if it…","read more","https://www.yelp.com/biz/cucina-alessa-huntington-beach-3?hrid=KJx2CBr9wGszbJaXczfN2A"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/v_1O3WuDExTUcbX8W_OibA/90s.jpg","Howl Wok Mongolian BBQ","https://www.yelp.com/biz/howl-wok-mongolian-bbq-garden-grove","63.","Howl Wok Mongolian BBQ","https://www.yelp.com/biz/howl-wok-mongolian-bbq-garden-grove","34 reviews","$","Mongolian, Barbeque, Do-It-Yourself Food","Mongolian; Barbeque; Do-It-Yourself Food","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=mongolian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bbq; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=diyfood","Opened 3 months ago","13225 Harbor Blvd","Garden Grove, CA 92843","(714) 867-6342","","","https://s3-media2.fl.yelpcdn.com/photo/hNyxfXJRIo-wYqSQ0HKcSg/30s.jpg","Joseph C.","https://www.yelp.com/user_details?userid=T4zArfYBaoW54K5U-o-Idw","All you can eat for 12.99? This definitely hit the spot! The meats are frozen, but when cooked it was still tender and had no off flavor.   It's been a while since there's a…","read more","https://www.yelp.com/biz/howl-wok-mongolian-bbq-garden-grove?hrid=yGt0_IodVn7cScLx35SZrw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media1.fl.yelpcdn.com/bphoto/kFTznemXIEf2LRh3rvd_jQ/90s.jpg","Mazara Trattoria","https://www.yelp.com/biz/mazara-trattoria-huntington-beach","64.","Mazara Trattoria","https://www.yelp.com/biz/mazara-trattoria-huntington-beach","325 reviews","$$","Italian","Italian","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian","","18027 Beach Blvd","Huntington Beach, CA 92648","(714) 465-4874","","","https://s3-media4.fl.yelpcdn.com/photo/cu-383U5NKnVdQfbwM9COg/30s.jpg","Hermine B.","https://www.yelp.com/user_details?userid=SwxSNZFZ5adz9HwDDrJkyg","How is it that we've never dined at this little gem of an Italian restaurant?  Well, Yelp reviews as well as recommendations from two co-workers finally got us to try Mazara…","read more","https://www.yelp.com/biz/mazara-trattoria-huntington-beach?hrid=NHmL-mYhXFkkibMJgxe2hg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/kwmQJzShRFLe7eIsXMensg/90s.jpg","Sugar Shack Café","https://www.yelp.com/biz/sugar-shack-caf%C3%A9-huntington-beach-2","65.","Sugar Shack Café","https://www.yelp.com/biz/sugar-shack-caf%C3%A9-huntington-beach-2","922 reviews","$","Breakfast & Brunch","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=breakfast_brunch","","213 Main St","Huntington Beach, CA 92648","(714) 536-0355","","","https://s3-media1.fl.yelpcdn.com/photo/y17HrWQhy--8mXE1UwLEiw/30s.jpg","Elle P.","https://www.yelp.com/user_details?userid=aieo9xQVrPF3NsUzEV8_vg","Super bomb and the consistently packed house tells me so! I have lived here for a long time and never came in because I don't wanna wait. But we got up early and worked out at…","read more","https://www.yelp.com/biz/sugar-shack-caf%C3%A9-huntington-beach-2?hrid=mRam8OqNM1G3ib16gyj84Q"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/DXh6a-4ABamE4EJv6eCk0w/90s.jpg","Imola","https://www.yelp.com/biz/imola-huntington-beach-3","66.","Imola","https://www.yelp.com/biz/imola-huntington-beach-3","161 reviews","$$","Italian, Bars","Italian; Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bars","","210 5th St","Huntington Beach, CA 92648","(714) 536-5001","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/NAionam41tszQPzu9wJTFA/90s.jpg","Shabu On Fire","https://www.yelp.com/biz/shabu-on-fire-huntington-beach","67.","Shabu On Fire","https://www.yelp.com/biz/shabu-on-fire-huntington-beach","168 reviews","$$","Asian Fusion, Sushi Bars, Japanese","Asian Fusion; Sushi Bars; Japanese","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=asianfusion; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=japanese","","301 Main St","Huntington Beach, CA 92648","(714) 960-9777","","","https://s3-media2.fl.yelpcdn.com/photo/6aO-xG94t4-fp0CgPrpQCQ/30s.jpg","Sarah L.","https://www.yelp.com/user_details?userid=ldZNTSlq85UGg4n11mfDiA","I would come here when I can't decide between sushi & shabu. Why pick one when you can have both!   Servers are very nice and attentive.  Food comes out in a timely matter. They…","read more","https://www.yelp.com/biz/shabu-on-fire-huntington-beach?hrid=XFBcXzsuDRHnuOuteYkCfg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/SC8wMhQXDPFXTxtqARV7Rg/90s.jpg","Coq Au Vin","https://www.yelp.com/biz/coq-au-vin-fountain-valley","68.","Coq Au Vin","https://www.yelp.com/biz/coq-au-vin-fountain-valley","14 reviews","$$","Vietnamese","Vietnamese","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=vietnamese","Opened 7 weeks ago","16033 Brookhurst St","Fountain Valley, CA 92708","(714) 884-4543","","","https://s3-media2.fl.yelpcdn.com/photo/AK_Vhr8bu33n3GLcqYm-Iw/30s.jpg","Lily F.","https://www.yelp.com/user_details?userid=SBJmqbUSmRD7B27kHJK34Q","All I can say is: omg it's so good !   Can't beat their price.  French/Vietnamese cuisine, best service, best food I've had in a long time.  Nothing over 19.99 filet with lobster.","read more","https://www.yelp.com/biz/coq-au-vin-fountain-valley?hrid=3vDaiJM4adfdpbVw3q00mg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/uRrqK7FXlWR650wvg10qDA/90s.jpg","G's Boat House","https://www.yelp.com/biz/gs-boat-house-huntington-beach","69.","G’s Boat House","https://www.yelp.com/biz/gs-boat-house-huntington-beach","94 reviews","$$","Seafood, Breakfast & Brunch, Sandwiches","Seafood; Breakfast & Brunch; Sandwiches","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=breakfast_brunch; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches","","200 Main St","Huntington Beach, CA 92648","(714) 969-3100","","","https://s3-media4.fl.yelpcdn.com/photo/Blf8LEYTfmAm6jbFc9BP1g/30s.jpg","Kelsey L.","https://www.yelp.com/user_details?userid=Pc-TlLdxEBXuNzdXXDeGyA","Go for taco Tuesday.  $3 huge tacos available in shrimp, ground beef and chicken  Ashley is polite and sweet.  Locals are welcomed and remembered","read more","https://www.yelp.com/biz/gs-boat-house-huntington-beach?hrid=lPgL3_IzM5Q6KhK6cilxsg"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=60&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/EGaQhVWr75LZwB9L1BvYpg/90s.jpg","Bruxie","https://www.yelp.com/biz/bruxie-huntington-beach","70.","Bruxie","https://www.yelp.com/biz/bruxie-huntington-beach","712 reviews","$","Breakfast & Brunch, Sandwiches, Waffles","Breakfast & Brunch; Sandwiches; Waffles","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=breakfast_brunch; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=waffles","","180 5th St","Huntington Beach, CA 92648","(657) 215-3559","","","https://s3-media4.fl.yelpcdn.com/photo/Qis27Om-ayaVwft6SZGPqA/30s.jpg","Souphan K.","https://www.yelp.com/user_details?userid=bd_rbeJeBX04Z-gFyhsP5g","Wowzers! If you love chicken and waffles, then come here! It's a modern twist to a southern favorite in a good way.  I got the Original chicken and waffle and boy was it good. You…","read more","https://www.yelp.com/biz/bruxie-huntington-beach?hrid=I0AruhORPS2-Iz8wAk7RMw"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=70&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/TUlr0ev_OzY48jX3MyMBKA/90s.jpg","Xa Sweet & Savory Cafe","https://www.yelp.com/biz/xa-sweet-and-savory-cafe-huntington-beach","71.","Xa Sweet & Savory Cafe","https://www.yelp.com/biz/xa-sweet-and-savory-cafe-huntington-beach","147 reviews","$$","American (New), Bakeries, Cafes","American (New); Bakeries; Cafes","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=bakeries; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=cafes","","21202 Beach Blvd","Huntington Beach, CA 92648","(714) 969-2900","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=70&cflt=restaurants","https://s3-media2.fl.yelpcdn.com/bphoto/cTUyVr6wjDo-StMHF-XjwQ/90s.jpg","Sebastiani's Italian Bistro","https://www.yelp.com/biz/sebastianis-italian-bistro-huntington-beach","72.","Sebastiani’s Italian Bistro","https://www.yelp.com/biz/sebastianis-italian-bistro-huntington-beach","170 reviews","$$","Italian, Wine Bars","Italian; Wine Bars","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=wine_bars","","6078 Warner Ave","Huntington Beach, CA 92647","(714) 841-3619","","","https://s3-media1.fl.yelpcdn.com/photo/agj-eqLI5giP0th3vvynbg/30s.jpg","Sonal P.","https://www.yelp.com/user_details?userid=J9kJCqMx0JWvHthaM6i-lg","After reading all the glowing Yelp reviews, I kept this place bookmarked! It was a Saturday evening and we were looking for some good comfort food with the cold and rain. I…","read more","https://www.yelp.com/biz/sebastianis-italian-bistro-huntington-beach?hrid=clSqaVIZMx0fydCZMYlVUQ"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=70&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/3PvWCaxTk0VUI8yh3zUdVg/90s.jpg","Tropical Smoothie Cafe","https://www.yelp.com/biz/tropical-smoothie-cafe-fountain-valley","73.","Tropical Smoothie Cafe","https://www.yelp.com/biz/tropical-smoothie-cafe-fountain-valley","26 reviews","$","Juice Bars & Smoothies, Cafes","Juice Bars & Smoothies; Cafes","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=juicebars; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=cafes","Opened 8 weeks ago","9480 Talbert Ave","Fountain Valley, CA 92708","(714) 375-0018","","","https://s3-media4.fl.yelpcdn.com/photo/5jRugsQ0l9gQ3dK5hNTgxg/30s.jpg","Ngoc Tran D.","https://www.yelp.com/user_details?userid=4V-8J4Qb9A-A7xcjXnZbag","The smoothies here are delicious! The size is huge for a pretty decent price. I like the Jetty Punch and the Acai Berry Boost! As for the food, it is okay. I don't think the food…","read more","https://www.yelp.com/biz/tropical-smoothie-cafe-fountain-valley?hrid=kVqqcNhCf96b1rX683CvJA"
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=70&cflt=restaurants","https://s3-media4.fl.yelpcdn.com/bphoto/Eme4e9sNX-YX0jT7Y3I5SA/90s.jpg","Thai Gulf Restaurant","https://www.yelp.com/biz/thai-gulf-restaurant-huntington-beach-2","74.","Thai Gulf Restaurant","https://www.yelp.com/biz/thai-gulf-restaurant-huntington-beach-2","1289 reviews","$","Thai, Salad, Seafood","Thai; Salad; Seafood","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=thai; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=salad; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood","","19072 Beach Blvd","Huntington Beach, CA 92648","(714) 378-6003","","","","","","","",""
"https://www.yelp.com/search?find_loc=Huntington+Beach,+CA&start=70&cflt=restaurants","https://s3-media3.fl.yelpcdn.com/bphoto/Kt8Sx8kHaz-TA7D96VvRKA/90s.jpg","Mona Lisa Cucina","https://www.yelp.com/biz/mona-lisa-cucina-huntington-beach-2","75.","Mona Lisa Cucina","https://www.yelp.com/biz/mona-lisa-cucina-huntington-beach-2","428 reviews","$$","Italian, Seafood","Italian; Seafood","https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Huntington+Beach%2C+CA&cflt=seafood","","9017 E Adams Ave","Huntington Beach, CA 92646","(714) 965-9900","","","https://s3-media4.fl.yelpcdn.com/photo/edUgGyZNvaFADEMjpxJKtA/30s.jpg","Paul M.","https://www.yelp.com/user_details?userid=ZGtZu0rBNbpAD7YVKl7jSA","With many choices to choose from in Huntington Beach when it comes to Italian food...not always easy to pick which place want to go to or order in from.  That is until this place…","read more","https://www.yelp.com/biz/mona-lisa-cucina-huntington-beach-2?hrid=0MPeeju-EC7oGc3V-xJqBQ"
