"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylist 1","Categorylist 1_link","Categorylist 2","Categorylist 2_link","Categorylist 4","Categorylist 4_link","Secondary 1","Servicearea","Phonenumber","","Smalllow","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=90","https://s3-media4.fl.yelpcdn.com/bphoto/kfczQc7bThV_oh-UCYDa4A/90s.jpg","Fortune Cookies","https://www.yelp.com/biz/fortune-cookies-fountain-valley","100.","Fortune Cookies","https://www.yelp.com/biz/fortune-cookies-fountain-valley","502 reviews","$$","Sushi Bars","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sushi","Chinese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chinese","","","18774 Brookhurst St","","(714) 962-5000","","","https://s3-media4.fl.yelpcdn.com/photo/g_l60aho-kOBZtNVWKvp7g/30s.jpg","Amy V.","https://www.yelp.com/user_details?userid=3CHJk5k323U6UZ-MKVkTdw","Fortune cookie is reminds me of a fusion of a Chinese food and sushi restaurant.  I don't really eat much when I come here but I do always leave drunk.  I love me some sake!  The…","read more","https://www.yelp.com/biz/fortune-cookies-fountain-valley?hrid=rNRUkCKkvkR53TKrw-4qxA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media1.fl.yelpcdn.com/bphoto/eQfhH-vQZQqVSYM0CIeteg/90s.jpg","Bánh Mì Chè Cali","https://www.yelp.com/biz/b%C3%A1nh-m%C3%AC-ch%C3%A8-cali-westminster-3","101.","Bánh Mì Chè Cali","https://www.yelp.com/biz/b%C3%A1nh-m%C3%AC-ch%C3%A8-cali-westminster-3","864 reviews","$","Vietnamese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vietnamese","Sandwiches","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sandwiches","","","15551 Brookhurst St","","(714) 839-8185","","","https://s3-media2.fl.yelpcdn.com/photo/Y-1_YpmLCCipMVsCTVEGdQ/30s.jpg","Felicia C.","https://www.yelp.com/user_details?userid=HopmJPMsByntZEzu-bPNKw","Three words. I LOVE IT! I'm a big fan of Vietnamese food so I decided to try this place out. I got the BBQ pork sandwich and it was great! The sandwiches were buy 2 get 1 free so…","read more","https://www.yelp.com/biz/b%C3%A1nh-m%C3%AC-ch%C3%A8-cali-westminster-3?hrid=qqKrMvH7GtdPKonl01qeTg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media2.fl.yelpcdn.com/bphoto/gpxZ393RlBCBoh0IWlMK0A/90s.jpg","California Fish Grill","https://www.yelp.com/biz/california-fish-grill-fountain-valley","102.","California Fish Grill","https://www.yelp.com/biz/california-fish-grill-fountain-valley","160 reviews","$$","Seafood","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=seafood","","","","","18020-A Brookhurst St","","(714) 881-0110","","","https://s3-media2.fl.yelpcdn.com/photo/Hr-C65tVojpQYUYokFcXIw/30s.jpg","Lam S.","https://www.yelp.com/user_details?userid=_P9o6KANw2RnzPKYTAgBdQ","California Fish Grill is a healthy alternative to fast food. They have both healthy and decadent options, so health nuts should only go there if they're either willing to indulge or…","read more","https://www.yelp.com/biz/california-fish-grill-fountain-valley?hrid=85hI7MHyjIMVlTspBF9zBg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media3.fl.yelpcdn.com/bphoto/N9Opwrcj--Nkq46VPoJbHw/90s.jpg","Surfas Culinary District","https://www.yelp.com/biz/surfas-culinary-district-costa-mesa","103.","Surfas Culinary District","https://www.yelp.com/biz/surfas-culinary-district-costa-mesa","260 reviews","$$","Specialty Food","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=gourmet","Cafes","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=cafes","","","3309 Hyland Ave","","(714) 453-2665","","","https://s3-media3.fl.yelpcdn.com/photo/Ssnn8m_1v-6c7v8nBVvzKg/30s.jpg","julie s.","https://www.yelp.com/user_details?userid=lqSpSIAr94z0iKPNxg0Zzw","Delicious white truffle burger! Well seasoned, perfectly cooked high quality beef on a big soft bun.  It came with a side salad which was unfortunately dressed with the wrong…","read more","https://www.yelp.com/biz/surfas-culinary-district-costa-mesa?hrid=jsX9p8Vbrv3VgBvWIjq_aQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media2.fl.yelpcdn.com/bphoto/rwMyAZgdfN9Wo_WOOjTYmQ/90s.jpg","Naugles","https://www.yelp.com/biz/naugles-fountain-valley-2","104.","Naugles","https://www.yelp.com/biz/naugles-fountain-valley-2","145 reviews","$","Mexican","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mexican","Burgers","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=burgers","Fast Food","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=hotdogs","18471 Mount Langley","","(657) 845-7346","","","https://s3-media1.fl.yelpcdn.com/photo/99pQCSOYpfpY4o0I_CtGPQ/30s.jpg","Alma P.","https://www.yelp.com/user_details?userid=WvntDWMQnaEV8agu3gcTug","Been here several times now since it opened and have to say I am loving the new (or is that old?) Naugles!    Yes, I have to be honest and admit that I'm a Naugles fan from back in…","read more","https://www.yelp.com/biz/naugles-fountain-valley-2?hrid=cn0YQM-LKdwgLSIsf0CHSw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media4.fl.yelpcdn.com/bphoto/SiJtvm_zhJKg_scxkjQWJA/90s.jpg","Costco Food Court","https://www.yelp.com/biz/costco-food-court-fountain-valley","105.","Costco Food Court","https://www.yelp.com/biz/costco-food-court-fountain-valley","56 reviews","$","Hot Dogs","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=hotdog","Pizza","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pizza","Ice Cream & Frozen Yogurt","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=icecream","17900 Newhope St","","(714) 434-1070","","","https://s3-media1.fl.yelpcdn.com/photo/UaW6EY-s4KHfwF92io1bbw/30s.jpg","Calvin L.","https://www.yelp.com/user_details?userid=cdJlXTezyBLmvjFD7N-aow","When I'm low on money and can't afford a decent meal, I know Costco has my back. $1.50 polish dog and a berry smoothie to help me forget the lack of currency in my life. I love…","read more","https://www.yelp.com/biz/costco-food-court-fountain-valley?hrid=yjpx5_YwWmLFCOO5z38_dw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media2.fl.yelpcdn.com/bphoto/rGKTDqOuUeacyqS8dr_TIw/90s.jpg","Suzy's Cafe","https://www.yelp.com/biz/suzys-cafe-santa-ana","106.","Suzy’s Cafe","https://www.yelp.com/biz/suzys-cafe-santa-ana","119 reviews","$","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=breakfast_brunch","Salad","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=salad","","","2610 S Harbor Blvd","","(714) 884-3938","","","https://s3-media4.fl.yelpcdn.com/photo/1OZfXf7Ia5M8B_e5Y-DkKQ/30s.jpg","Jennifer N.","https://www.yelp.com/user_details?userid=bhQdbgAZHghGID0AjGH9hg","My favorite go to brunch place in OC. The food never disappoints and there isn't a long wait line (thank goodness b/c I want to be seated asap). Typical diner feel with wooden…","read more","https://www.yelp.com/biz/suzys-cafe-santa-ana?hrid=QZDOiqQTgqsnIcjJxliSUg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media4.fl.yelpcdn.com/bphoto/kMGTxCInUOArOoVKmMz4Qg/90s.jpg","Mai Thai Bistro","https://www.yelp.com/biz/mai-thai-bistro-fountain-valley-2","107.","Mai Thai Bistro","https://www.yelp.com/biz/mai-thai-bistro-fountain-valley-2","199 reviews","$","Thai","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=thai","Desserts","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=desserts","Soup","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=soup","17938 Magnolia St","","(714) 963-4929","This restaurant accepts pickup and delivery","","https://s3-media4.fl.yelpcdn.com/photo/LkHSInscM_k2xbx33np7Iw/30s.jpg","Manuel S.","https://www.yelp.com/user_details?userid=daEaelIyy_4eK2ALweCpIg","So I've been coming here since I moved from the Philippines 14 years ago, and I feel like it's changed multiple times over the years. But this review will just be based on how I…","read more","https://www.yelp.com/biz/mai-thai-bistro-fountain-valley-2?hrid=XbTLdtJxnzJkoQo21cMylA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media4.fl.yelpcdn.com/bphoto/ILWQu3Ef9d3FXmvgp0XpbA/90s.jpg","Banh Mi & Che Cali","https://www.yelp.com/biz/banh-mi-and-che-cali-fountain-valley","108.","Banh Mi & Che Cali","https://www.yelp.com/biz/banh-mi-and-che-cali-fountain-valley","414 reviews","$","Vietnamese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vietnamese","Sandwiches","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sandwiches","","","18122 Brookhurst St","","(714) 593-6300","","","https://s3-media1.fl.yelpcdn.com/photo/l515GYxCr_g4yaX5ADfduQ/30s.jpg","Sanaz S.","https://www.yelp.com/user_details?userid=QcckMs29Z47tuSyWDCMUlA","Came here for a quick meal while in OC for the weekend, Yelp reviews seemed pretty good and as for the center strip mall it's in, I believe it ranked best.  Ahhh, okay so it's a…","read more","https://www.yelp.com/biz/banh-mi-and-che-cali-fountain-valley?hrid=WgaHSwrY0sWYVXnYneEbTA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media3.fl.yelpcdn.com/bphoto/jW_KIdkNjWoNjEzCDJJljQ/90s.jpg","Tan Hoang Huong Bakery","https://www.yelp.com/biz/tan-hoang-huong-bakery-fountain-valley","109.","Tan Hoang Huong Bakery","https://www.yelp.com/biz/tan-hoang-huong-bakery-fountain-valley","229 reviews","$","Bakeries","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=bakeries","Vietnamese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vietnamese","Sandwiches","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sandwiches","15972 Euclid St","","(714) 775-7422","","","https://s3-media2.fl.yelpcdn.com/photo/etRSq53kBQ1xPlgF1EUllA/30s.jpg","Linh C.","https://www.yelp.com/user_details?userid=9FyBOjMNADDIWtGbWZPMQg","THH sandwiches are one of my faves.  The sandwiches are made with a flaky 10"" baguette that will not hurt your jaw chewing on it.  The bread is baked fresh daily on site.   You have…","read more","https://www.yelp.com/biz/tan-hoang-huong-bakery-fountain-valley?hrid=wkmZArJuJB-LIJ3NHFNe-Q"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=100","https://s3-media2.fl.yelpcdn.com/bphoto/NhMcBjZtB5c4CKlrNJLq9Q/90s.jpg","Taste of India","https://www.yelp.com/biz/taste-of-india-fountain-valley","110.","Taste of India","https://www.yelp.com/biz/taste-of-india-fountain-valley","345 reviews","$","Indian","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=indpak","Pakistani","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pakistani","","","8890 Warner Ave","","(714) 841-6868","This restaurant accepts pickup orders","Start Order","https://s3-media4.fl.yelpcdn.com/photo/3AmIH4CiHwJhvreFnboQRA/30s.jpg","Sujeesha V.","https://www.yelp.com/user_details?userid=NjNxCx9o-cEWrZMeynAgoA","I'm a new transplant from the bay area and noticed this place in the strip right opposite to my apt complex and was hesitant to try it because I haven't seen many Indians in this…","read more","https://www.yelp.com/biz/taste-of-india-fountain-valley?hrid=ZMZ8X1D_fiyiTygcXoZgXA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/dAiZ5KUWQajqDegv09ujYA/90s.jpg","Mandarin Restaurant","https://www.yelp.com/biz/mandarin-restaurant-fountain-valley","111.","Mandarin Restaurant","https://www.yelp.com/biz/mandarin-restaurant-fountain-valley","167 reviews","$$","Chinese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chinese","","","","","18420 Brookhurst St","","(714) 962-5789","This restaurant accepts pickup orders","Start Order","https://s3-media4.fl.yelpcdn.com/photo/5I5-euFrA_7_pGz3M6N_DA/30s.jpg","Serena H.","https://www.yelp.com/user_details?userid=I-w9utNRrKOzeRnTen9Jkg","Thank you Stephan for being so awesome in accommodating my special event!! Everyone really loved the food especially the fish and shrimp!!","read more","https://www.yelp.com/biz/mandarin-restaurant-fountain-valley?hrid=Fh1tRYPz7yEI7ho_9NnHow"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/BwMZzdBCZxcORosHOPVeUw/90s.jpg","Black Angus Steakhouse","https://www.yelp.com/biz/black-angus-steakhouse-fountain-valley","112.","Black Angus Steakhouse","https://www.yelp.com/biz/black-angus-steakhouse-fountain-valley","278 reviews","$$","Steakhouses","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=steak","Sports Bars","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sportsbars","American (Traditional)","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=tradamerican","17920 Brookhurst St","","(714) 968-4477","","","https://s3-media4.fl.yelpcdn.com/photo/PGisZmxCjnUbWzpu50346A/30s.jpg","Skylar V.","https://www.yelp.com/user_details?userid=3ebfdGWgZm0KBDUyaPrRAw","Family Dinner Night For Mothers Birthday. This Black Angus Establishment is a nicely dimmed steakhouse with great service and delicious big portion food. For a Steakhouse the prices…","read more","https://www.yelp.com/biz/black-angus-steakhouse-fountain-valley?hrid=5BOPB--CzWWk3rYCLOpf4w"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/pE6I4eIcKj0L6bP6v18Whg/90s.jpg","Full Moon Sushi","https://www.yelp.com/biz/full-moon-sushi-fountain-valley","113.","Full Moon Sushi","https://www.yelp.com/biz/full-moon-sushi-fountain-valley","474 reviews","$$","Japanese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=japanese","Sushi Bars","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sushi","","","9965 Ellis Ave","","(714) 963-3214","","","https://s3-media1.fl.yelpcdn.com/photo/NWHGvtZA06mrdqY2tttOVw/30s.jpg","John L.","https://www.yelp.com/user_details?userid=TAier4gybTimv9mMM0XxnQ","This place is really good. Sushi always on point, service even better!  I always get their lunch specials for work. It is a great deal. And perfect if your eating on a budget.…","read more","https://www.yelp.com/biz/full-moon-sushi-fountain-valley?hrid=SVjWFCdZ9huQHefhL172aQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media1.fl.yelpcdn.com/bphoto/PpVK2Z4aBNxbXcvZ54r18Q/90s.jpg","Souplantation","https://www.yelp.com/biz/souplantation-fountain-valley","114.","Souplantation","https://www.yelp.com/biz/souplantation-fountain-valley","258 reviews","$$","Buffets","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=buffets","Vegetarian","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vegetarian","Salad","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=salad","11179 Talbert","","(714) 434-1814","","","https://s3-media3.fl.yelpcdn.com/photo/Ddy3MQTosOTpH7GeEeLNYA/30s.jpg","Daniel L.","https://www.yelp.com/user_details?userid=sE--1dFU_RmQbJxNA583JQ","This is our favorite salad and soup buffet chain.  My first review although we have been coming here for over 20 yrs. it's a popular place for just about everyone who enjoys a large…","read more","https://www.yelp.com/biz/souplantation-fountain-valley?hrid=22PN9ZzXyNqOKgU7UQejJA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/7qOFSJO1W3E7jPlJuCqq2w/90s.jpg","Kasen","https://www.yelp.com/biz/kasen-fountain-valley","115.","Kasen","https://www.yelp.com/biz/kasen-fountain-valley","137 reviews","$$$","Sushi Bars","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=sushi","","","","","9039 Garfield Ave","","(714) 968-9860","","","https://s3-media2.fl.yelpcdn.com/photo/k6mbIJ-V9IKCL5tSQQq6Mg/30s.jpg","Richard A.","https://www.yelp.com/user_details?userid=kD1Vt154WeUN_LJ7QIsezA","The end of a real culinary experience, best sushi that I and all my friends ever ate, we recommended several friends to Kasen and always told them to sit at the bar and let the chef…","read more","https://www.yelp.com/biz/kasen-fountain-valley?hrid=EjbxvHzruZpCVxOD0hcHSw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media1.fl.yelpcdn.com/bphoto/rMrZya9o6vNVWC9N5PZy7w/90s.jpg","Sabrosada","https://www.yelp.com/biz/sabrosada-westminster-3","116.","Sabrosada","https://www.yelp.com/biz/sabrosada-westminster-3","438 reviews","$","Mexican","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mexican","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=breakfast_brunch","","","15681 Brookhurst St","","(714) 775-9550","","","https://s3-media2.fl.yelpcdn.com/photo/VkVSEFFthjSErjFVktfkAA/30s.jpg","Truc T.","https://www.yelp.com/user_details?userid=woqoqxNda_65OHIdGEw_PA","Whether they're called Alerto's or Sabrosada, they have been consistent through the years with their food. I love their breakfast burritos, Al pastor, and their tacos. The carne…","read more","https://www.yelp.com/biz/sabrosada-westminster-3?hrid=19Fcs5C2jzItNXrZ_iiBDQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media3.fl.yelpcdn.com/bphoto/n0JDCVzstA__tp6F917JOw/90s.jpg","Little Saigon Noodle","https://www.yelp.com/biz/little-saigon-noodle-fountain-valley","117.","Little Saigon Noodle","https://www.yelp.com/biz/little-saigon-noodle-fountain-valley","153 reviews","$","Noodles","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=noodles","","","","","17860 Newhope St","","(714) 556-7364","","","https://s3-media3.fl.yelpcdn.com/photo/XkIG0GK4ciH4_yVzGEQWZQ/30s.jpg","Minh D.","https://www.yelp.com/user_details?userid=-Q-jF5Jp3oc8JDC9axX6Iw","Great food. Very clean.  Decently price.  Brings back a lot of great old memories.  Highly recommended!! Canned sodas. No free refills.","read more","https://www.yelp.com/biz/little-saigon-noodle-fountain-valley?hrid=j-xepk7CNMV-NXRyDo4Tag"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media2.fl.yelpcdn.com/bphoto/mUAlrLC9S1A1J8qnzhIL1Q/90s.jpg","Musubiya Balls!? & Burgers","https://www.yelp.com/biz/musubiya-balls-and-burgers-santa-ana","118.","Musubiya Balls!? & Burgers","https://www.yelp.com/biz/musubiya-balls-and-burgers-santa-ana","347 reviews","$","Japanese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=japanese","Fast Food","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=hotdogs","Seafood","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=seafood","3701 S Harbor Blvd","","(714) 979-4500","","","https://s3-media4.fl.yelpcdn.com/photo/46HEz0FktHqF4g6bPhOMvg/30s.jpg","El W.","https://www.yelp.com/user_details?userid=UdWunWIymAk4kNuYZ1RHwA","I stumbled by this place by accident and I was impressed by the food.   I tried the burger and the riceballs (salmon and korean bbq). They tasted amazing. The green spicy sauce was…","read more","https://www.yelp.com/biz/musubiya-balls-and-burgers-santa-ana?hrid=ZlOYS9rclv7sc8Z1jZb8Mg"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media4.fl.yelpcdn.com/bphoto/yKWeIHaH9pezhCs-r8tByA/90s.jpg","Stater Bros. Markets","https://www.yelp.com/biz/stater-bros-markets-fountain-valley-3","119.","Stater Bros. Markets","https://www.yelp.com/biz/stater-bros-markets-fountain-valley-3","47 reviews","$$","Grocery","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=grocery","Delis","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=delis","Butcher","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=butcher","11085 Warner Ave","","(714) 775-6343","","","https://s3-media1.fl.yelpcdn.com/photo/mPOU0YtoMP9D04NsZPr4AQ/30s.jpg","Kat V.","https://www.yelp.com/user_details?userid=LeOC1qdjpzHwqn1XAaA5Dw","Super friendly service. The employees always seem like they wanna be there, they're always eager and super helpful. Checkout is super quick, and they're sometimes understaffed so I…","read more","https://www.yelp.com/biz/stater-bros-markets-fountain-valley-3?hrid=cKABfLomEEHwuKLhY0picA"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=110","https://s3-media1.fl.yelpcdn.com/bphoto/rQbPXoX96Wm5u50hykdTIA/90s.jpg","Tacos El Rancho","https://www.yelp.com/biz/tacos-el-rancho-fountain-valley","120.","Tacos El Rancho","https://www.yelp.com/biz/tacos-el-rancho-fountain-valley","90 reviews","$","Mexican","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mexican","","","","","17945 Magnolia St","","(714) 841-8797","","","https://s3-media4.fl.yelpcdn.com/photo/WIWBtFmh6kNDA4DAJQsWxg/30s.jpg","April W.","https://www.yelp.com/user_details?userid=107Oaw618aa3eKVyB52dXQ","Delicious al pastor tacos, always get them. The kids love the quesadilla and our friends and family always request a visit to fill up on tacos as well. The taco artists are always…","read more","https://www.yelp.com/biz/tacos-el-rancho-fountain-valley?hrid=mIefGVtuihvGCiTYB8Gjsw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=120","https://s3-media4.fl.yelpcdn.com/bphoto/e1RNFeCBYP9ZSI9PMXiF1w/90s.jpg","Pho Dakao","https://www.yelp.com/biz/pho-dakao-garden-grove","121.","Pho Dakao","https://www.yelp.com/biz/pho-dakao-garden-grove","204 reviews","$","Vietnamese","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=vietnamese","Noodles","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=noodles","Soup","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=soup","15532 Ward St","","(714) 531-2009","","","https://s3-media2.fl.yelpcdn.com/photo/Skpy5C5rIOCdG5rJNv1tfg/30s.jpg","Vu N.","https://www.yelp.com/user_details?userid=d6M5tYYH-mPyZGhxZfyV0Q","If you're craving chicken pho, this is as good as you're gonna get anywhere. Whether if you're there for the white or dark meat, or gizzards, their free range chicken has the…","read more","https://www.yelp.com/biz/pho-dakao-garden-grove?hrid=0ons0wRn4cIpnfXXIK81kw"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=120","https://s3-media1.fl.yelpcdn.com/bphoto/IKEl87R79tjhQHGzSTBEyw/90s.jpg","Pizzami Buscemi","https://www.yelp.com/biz/pizzami-buscemi-costa-mesa-2","122.","Pizzami Buscemi","https://www.yelp.com/biz/pizzami-buscemi-costa-mesa-2","10 reviews","$","Food Trucks","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=foodtrucks","Pizza","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pizza","","","","Serving Costa Mesa and the Surrounding Area","(714) 553-7897","","","https://s3-media2.fl.yelpcdn.com/photo/s7H3FCUjFcGzQH3XAC1HfA/30s.jpg","Kanika M.","https://www.yelp.com/user_details?userid=4HVweJ1YfFYL9sWMFdg_eQ","I've tried many a pizza in my time... and I'd have to say this one leaves its mark! So memorable that I find myself craving the hearty goodness of the cheese and delicious…","read more","https://www.yelp.com/biz/pizzami-buscemi-costa-mesa-2?hrid=tqdMSUSyP0CURveAEJqf6Q"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=120","https://s3-media4.fl.yelpcdn.com/bphoto/lR_itonV5ZSBIjKjfNLkFA/90s.jpg","Saffron Grill","https://www.yelp.com/biz/saffron-grill-huntington-beach-2","123.","Saffron Grill","https://www.yelp.com/biz/saffron-grill-huntington-beach-2","433 reviews","$$","Middle Eastern","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mideastern","Persian/Iranian","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=persian","Mediterranean","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=mediterranean","17441 Beach Blvd","","(714) 843-0655","","","https://s3-media2.fl.yelpcdn.com/photo/ey-_qlcmKG2AOD_hKAmhQw/30s.jpg","Sanny V.","https://www.yelp.com/user_details?userid=uXVtwwl2maLClrnUXqo5Rw","Just tried this spot last night with my boyfriend. It was a last minute decision that made while driving down Beach Blvd. I am so glad we decided to try it!  Service was great. The…","read more","https://www.yelp.com/biz/saffron-grill-huntington-beach-2?hrid=Gt-Gw7cnJ5rpjSjr588LgQ"
"https://www.yelp.com/search?find_loc=Fountain+Valley,+CA&start=120","https://s3-media3.fl.yelpcdn.com/bphoto/Vr0N3T5Q5vitkH1WWdfW9w/90s.jpg","Ameci Pizza & Pasta - Fountain Valley","https://www.yelp.com/biz/ameci-pizza-and-pasta-fountain-valley-fountain-valley","124.","Ameci Pizza & Pasta - Fountain Valley","https://www.yelp.com/biz/ameci-pizza-and-pasta-fountain-valley-fountain-valley","89 reviews","$","Pizza","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=pizza","Italian","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=italian","Chicken Wings","https://www.yelp.com/search?find_loc=Fountain+Valley%2C+CA&cflt=chicken_wings","17910 Magnolia St","","(714) 963-5790","This restaurant accepts pickup and delivery","","https://s3-media4.fl.yelpcdn.com/photo/g_l60aho-kOBZtNVWKvp7g/30s.jpg","Amy V.","https://www.yelp.com/user_details?userid=3CHJk5k323U6UZ-MKVkTdw","We were at rolling creamery and the kids were hungry so we stopped by this place to get a pizza.    Got one large Hawaiian (ham and pineapple).  It was pretty good! A little bit…","read more","https://www.yelp.com/biz/ameci-pizza-and-pasta-fountain-valley-fountain-valley?hrid=8yJFBFX9hf03t9cJAgUI0w"
