"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylisttext","Categorylistlink","Categorylistlink_link","Secondary","Phonenumber","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=40","https://s3-media1.fl.yelpcdn.com/bphoto/8FUEKQdufhK0Grqo-ObLxg/90s.jpg","SWSH Shabu Shabu","https://www.yelp.com/biz/swsh-shabu-shabu-irvine","49.","SWSH Shabu Shabu","https://www.yelp.com/biz/swsh-shabu-shabu-irvine","784 reviews","$$","Japanese, Hot Pot, Seafood","Japanese; Hot Pot; Seafood","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=hotpot; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=seafood","2710 Alton Pkwy
Irvine, CA 92606","(949) 474-0888","https://s3-media2.fl.yelpcdn.com/photo/cHSbLry_SQsJMKV8BZAf6Q/30s.jpg","Priscilla U.","https://www.yelp.com/user_details?userid=iawalHw03LQaLV7Mfo3rAg","One of my two favorite places for Shabu in OC area (next to Mokkoji). This place gets REALLY crowded so you may want to make reservations or put your name in early.   What I like:…","read more","https://www.yelp.com/biz/swsh-shabu-shabu-irvine?hrid=FW_baWSUrn7rSeUNoFHQ4Q"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=40","https://s3-media1.fl.yelpcdn.com/bphoto/pKLzUQ3fAJhYhAGYRxb3Ug/90s.jpg","Pizza 949","https://www.yelp.com/biz/pizza-949-irvine","50.","Pizza 949","https://www.yelp.com/biz/pizza-949-irvine","36 reviews","$$","Pizza","Pizza","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=pizza","13925 Yale Ave
Irvine, CA 92620","(949) 733-3434","https://s3-media1.fl.yelpcdn.com/photo/JJ7JACC6GdapYcIqGMJH9w/30s.jpg","Katt L.","https://www.yelp.com/user_details?userid=dX4TRqRJAyLMh_nYcyqpaQ","I ordered a medium Persian pizza last weekend.  I thought it would be enough for 2 people. It was very thin which I like, Boyfriend likes thicker pizza. I ate 2 pieces went to get…","read more","https://www.yelp.com/biz/pizza-949-irvine?hrid=v7XED6CSKleMKxGZaA5pXg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/icBJ1tzStuW6NibfKnK3Cw/90s.jpg","Pizza:90 Irvine","https://www.yelp.com/biz/pizza-90-irvine-5","51.","Pizza:90 Irvine","https://www.yelp.com/biz/pizza-90-irvine-5","241 reviews","$$","Pizza","Pizza","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=pizza","5365 Alton Pkwy
Irvine, CA 92604","(949) 387-5088","https://s3-media4.fl.yelpcdn.com/photo/5c5u25DC3gizKlji0XMuOQ/30s.jpg","Christina L.","https://www.yelp.com/user_details?userid=2mN8BVDtyo9pvl8usUFG6w","Fist timers and my pizza is so yummy!!!  I love that you can choose any toppings and make your own fabulous creation!","read more","https://www.yelp.com/biz/pizza-90-irvine-5?hrid=p377xBOSpCOUdJeQONKSog"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media4.fl.yelpcdn.com/bphoto/vJqYNIpIWPKB7sJpqhxQDw/90s.jpg","EMC Seafood & Raw Bar","https://www.yelp.com/biz/emc-seafood-and-raw-bar-irvine","52.","EMC Seafood & Raw Bar","https://www.yelp.com/biz/emc-seafood-and-raw-bar-irvine","890 reviews","$$","Seafood, Bars, Live/Raw Food","Seafood; Bars; Live/Raw Food","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=bars; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=raw_food","14346 Culver Dr
Irvine, CA 92604","(949) 748-3979","https://s3-media2.fl.yelpcdn.com/photo/E6kiCixDeD9SL4k1t0lzhQ/30s.jpg","Bonnie Y.","https://www.yelp.com/user_details?userid=Goeb2D2E99xss3tMrX--FQ","such a great deal for happy hour! why? cus.... it's not busy at ALL! i haven't been here since it opened because i was scared of the long wait as it is from their K town location...…","read more","https://www.yelp.com/biz/emc-seafood-and-raw-bar-irvine?hrid=ic6ZEo-CcMlNgV1aCPk1ow"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/SoWavUPSJ4fx0lR72U29tg/90s.jpg","Olive Oil Mediterranean Grill","https://www.yelp.com/biz/olive-oil-mediterranean-grill-irvine","53.","Olive Oil Mediterranean Grill","https://www.yelp.com/biz/olive-oil-mediterranean-grill-irvine","105 reviews","$","Halal, Mediterranean, Lebanese","Halal; Mediterranean; Lebanese","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=halal; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=mediterranean; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=lebanese","14141 Jeffrey Rd
Irvine, CA 92620","(949) 988-7554","https://s3-media1.fl.yelpcdn.com/photo/pSPfVRiVetUFnp_RLSZKtg/30s.jpg","Brad A.","https://www.yelp.com/user_details?userid=SZ5QE0h9SSd9YZWaarRK3A","Wow. Such delicious food. I find myself craving their food when I am away. Cal ( the owner) is such a nice person He always has a smile on his face. Thank you Cal for Olive Oil. I am…","read more","https://www.yelp.com/biz/olive-oil-mediterranean-grill-irvine?hrid=k9vWf_vqGP_hmBQI1dEjRQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media4.fl.yelpcdn.com/bphoto/IoxXCoOKFd2YaKZX9stvYQ/90s.jpg","Veggie Grill","https://www.yelp.com/biz/veggie-grill-irvine-2","54.","Veggie Grill","https://www.yelp.com/biz/veggie-grill-irvine-2","939 reviews","$$","Vegetarian, American (New), Vegan","Vegetarian; American (New); Vegan","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vegetarian; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vegan","4213 Campus Dr
Irvine, CA 92612","(949) 509-0003","https://s3-media4.fl.yelpcdn.com/photo/RnC5drekYdZeZgJl6EfeqA/30s.jpg","Evan M.","https://www.yelp.com/user_details?userid=yr_nL0V4agsRzPXfoef5kg","This location has terrific customer service and they're making their food hot, including the sandwiches and burgers, and especially the fries are hot - which is very important.  If…","read more","https://www.yelp.com/biz/veggie-grill-irvine-2?hrid=wJyoJ54DEvB79Jh5zw_XXw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/n8y4-3Dtyunn7Gt3YCLhnA/90s.jpg","The Wheel Of Life","https://www.yelp.com/biz/the-wheel-of-life-irvine","55.","The Wheel Of Life","https://www.yelp.com/biz/the-wheel-of-life-irvine","515 reviews","$$","Vegetarian, Thai, Vegan","Vegetarian; Thai; Vegan","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vegetarian; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=thai; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vegan","14370 Culver Dr
Irvine, CA 92604","(949) 551-8222","https://s3-media2.fl.yelpcdn.com/photo/fyOJWoZIWwsCchygtiTL-A/30s.jpg","Heidi Y.","https://www.yelp.com/user_details?userid=rIEHhintJA_HGcy6X6hYtg","The husband and I went on a 30 day vegan diet as an experiment. After a week of eating salads at home, we decided to treat ourselves to a meal out. Upon a friend's recommendation, we…","read more","https://www.yelp.com/biz/the-wheel-of-life-irvine?hrid=VI6P3z3xLl12F22NvZLNNw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/GBBlpQUOFBGPyEBKRmq5FA/90s.jpg","Hamada-ya","https://www.yelp.com/biz/hamada-ya-irvine","56.","Hamada-ya","https://www.yelp.com/biz/hamada-ya-irvine","109 reviews","$","Bakeries, Sandwiches","Bakeries; Sandwiches","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=bakeries; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sandwiches","14230 Culver Dr
Irvine, CA 92604","(949) 551-1778","https://s3-media3.fl.yelpcdn.com/photo/OSrpmE1_J0j8Qy_ywxgdAA/30s.jpg","Esther H.","https://www.yelp.com/user_details?userid=JSyGk0fedJYmF4TTQsfIbw","This place is definitely hidden considering it's in Mitsuwa and I honestly wouldn't have considered this place if I wasn't already in the food court having ramen.  I ordered the half…","read more","https://www.yelp.com/biz/hamada-ya-irvine?hrid=_QMbtAd-cMZbGZaB9IZzlw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/nCEvB_aWZt9sLPGtm9XbEg/90s.jpg","Mendocino Farms","https://www.yelp.com/biz/mendocino-farms-irvine","57.","Mendocino Farms","https://www.yelp.com/biz/mendocino-farms-irvine","342 reviews","$$","Sandwiches, Salad","Sandwiches; Salad","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=salad","4187 Campus Dr
Irvine, CA 92612","(949) 783-2900","https://s3-media1.fl.yelpcdn.com/photo/AfxA9ULN3YUB-q32kscfrw/30s.jpg","Lisa N.","https://www.yelp.com/user_details?userid=zlqbbhAujrMla0eDiK7mIw","NEED SOMEONE TO CATER LUNCH? Just want somewhere to grab lunch? GO HERE for fresh and affordable food!   I had heard so many good things about Mendocino Farms so I decided I'd take a…","read more","https://www.yelp.com/biz/mendocino-farms-irvine?hrid=dRENPhj9JGLrmfDOfHOuHA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/qknSPkYHl_4N30_tlEZNCQ/90s.jpg","Veggie Grill","https://www.yelp.com/biz/veggie-grill-irvine-3","58.","Veggie Grill","https://www.yelp.com/biz/veggie-grill-irvine-3","855 reviews","$$","Vegetarian, Vegan, American (New)","Vegetarian; Vegan; American (New)","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vegetarian; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vegan; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=newamerican","732 Spectrum Ctr
Irvine, CA 92618","(949) 727-9900","https://s3-media4.fl.yelpcdn.com/photo/PLk8Jeld6evNmVZtt4rPlQ/30s.jpg","Star A.","https://www.yelp.com/user_details?userid=MnzKqQxz19fnTFv6iWY8eg","I have always loved the Veggie Grill, and I enjoy eating at this location. The staff is always amazing and friendly, great service.   I always get the Crispy Chicken with Sweetheart…","read more","https://www.yelp.com/biz/veggie-grill-irvine-3?hrid=HgjrPJ79SGKAO2YzprE2Pw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/mzS3l9KGvXpUIKNWobIAmQ/90s.jpg","Jing's Kitchen","https://www.yelp.com/biz/jings-kitchen-irvine","59.","Jing’s Kitchen","https://www.yelp.com/biz/jings-kitchen-irvine","22 reviews","$","Chinese","Chinese","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=chinese","196 Technology Dr
Irvine, CA 92618","(949) 387-0871","https://s3-media4.fl.yelpcdn.com/photo/VB1WmQGbfiHDRIAZBE3pBQ/30s.jpg","Alexander Q.","https://www.yelp.com/user_details?userid=SgF2ZrI5I3W0by-aKesdtw","As a native Shanghainese, I can say clearly that this is the kind of food I grew up with. Delicious, clean, good variety, and their dishes make you crave rice just like my grandma's…","read more","https://www.yelp.com/biz/jings-kitchen-irvine?hrid=J85YqCBTtsNMgKbq98ZiRA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/0tBW-87f24gHs59F-yKvww/90s.jpg","Boudin SF","https://www.yelp.com/biz/boudin-sf-irvine","60.","Boudin SF","https://www.yelp.com/biz/boudin-sf-irvine","496 reviews","$","Bakeries, Salad, Sandwiches","Bakeries; Salad; Sandwiches","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=bakeries; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=salad; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sandwiches","2803 Main St
Irvine, CA 92614","(949) 222-9111","https://s3-media2.fl.yelpcdn.com/photo/0bZQU7blb3P8d9bGbE2-rQ/30s.jpg","A W.","https://www.yelp.com/user_details?userid=M9wuWcmc0jaF0gGwlvRYeA","My favorite clam chowder place. Must try the bread bowl! I have been to the Costa Mesa and San Francisco location but this place seems like the most cozy, quiet one. I love their…","read more","https://www.yelp.com/biz/boudin-sf-irvine?hrid=mhrV2wvYLLnEB2TG5j9ekg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/1x8qfiQxKaU3J9iLZQxKFQ/90s.jpg","Gelson's Market","https://www.yelp.com/biz/gelsons-market-irvine-2","61.","Gelson’s Market","https://www.yelp.com/biz/gelsons-market-irvine-2","148 reviews","$$$","Grocery, Delis, American (New)","Grocery; Delis; American (New)","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=grocery; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=delis; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=newamerican","5521 Alton Pkwy
Irvine, CA 92618","(949) 551-6093","https://s3-media1.fl.yelpcdn.com/photo/nBM9q2axX6mj3xpkJD1LGw/30s.jpg","Kenny N.","https://www.yelp.com/user_details?userid=UT1VFwZfc2z1og58r0cKMQ","Great customer service and produce is locally grown fresh. Smoke free environment is a huge plus.  I would totally come back again. It's one of the best places to visit in Irvine.…","read more","https://www.yelp.com/biz/gelsons-market-irvine-2?hrid=IaJ7Q8X_nk1zC23PigjZEQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/CFwwV9OHffaJM79wkJ-ZiQ/90s.jpg","Tang 190","https://www.yelp.com/biz/tang-190-irvine","62.","Tang 190","https://www.yelp.com/biz/tang-190-irvine","577 reviews","$$","Korean, Soup","Korean; Soup","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=soup","14121 Jeffrey Rd
Irvine, CA 92620","(949) 651-1901","https://s3-media4.fl.yelpcdn.com/photo/n3R7jlX-XpgFyebLAMpEkQ/30s.jpg","Henry D.","https://www.yelp.com/user_details?userid=ocyWZSvyRy1QroyR-_3H5g","Their banchan is really good! I always get either #1 and or #6. Add sea salt to your taste and maybe the sauce they give you on the side. I'm not sure what that sauce is but it's SOO…","read more","https://www.yelp.com/biz/tang-190-irvine?hrid=quDGlP_6i6pc85UKFRHw7A"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/sWunWDsS-ET6dBYbnXgQeA/90s.jpg","Panini Cafe Irvine","https://www.yelp.com/biz/panini-cafe-irvine-irvine-2","63.","Panini Cafe Irvine","https://www.yelp.com/biz/panini-cafe-irvine-irvine-2","686 reviews","$$","Italian, Mediterranean","Italian; Mediterranean","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=italian; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=mediterranean","3041 Michelson Dr
Irvine, CA 92612","(949) 260-9800","https://s3-media1.fl.yelpcdn.com/photo/HV2HmHU-qtK2xookdd5ekw/30s.jpg","Aileen K.","https://www.yelp.com/user_details?userid=tgxOMt72pALx3_r2uZ92tQ","There was no wait during lunch time on a weekday, which is a huge advantage. I also like that there are outdoor and indoor seating areas available.  I got the chicken pesto sandwich,…","read more","https://www.yelp.com/biz/panini-cafe-irvine-irvine-2?hrid=qQhSi-Yo4RlDb4jlivaBig"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/yMPGKqXcGE1htGxGm6BLlw/90s.jpg","The Habit Burger Grill","https://www.yelp.com/biz/the-habit-burger-grill-irvine-2","64.","The Habit Burger Grill","https://www.yelp.com/biz/the-habit-burger-grill-irvine-2","332 reviews","$","Burgers","Burgers","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=burgers","14474 Culver Dr
Irvine, CA 92604","(949) 552-5963","","","","","",""
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/2fO29EDf9lTTb2UDAmQD6A/90s.jpg","O Fine Japanese Cuisine","https://www.yelp.com/biz/o-fine-japanese-cuisine-irvine-2","65.","O Fine Japanese Cuisine","https://www.yelp.com/biz/o-fine-japanese-cuisine-irvine-2","579 reviews","$$","Sushi Bars, Japanese","Sushi Bars; Japanese","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japanese","6731 Quail Hill Pkwy
Irvine, CA 92603","(949) 748-1896","https://s3-media3.fl.yelpcdn.com/photo/P8x1xgsg4-erynS8bTPqdQ/30s.jpg","Sandra M.","https://www.yelp.com/user_details?userid=9PA-Vs-xmw2c7YZYRYFHEA","My boyfriend and I were looking for a new sushi place to try. He didn't want to go to our usual spot. I can't believe I live in walking distance and never notice this place hiding in…","read more","https://www.yelp.com/biz/o-fine-japanese-cuisine-irvine-2?hrid=lFdryREwQMFmzBUDl2rSgg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/5RrXTGu9vs8oH6pBYnwgtw/90s.jpg","Oo Toro Sushi","https://www.yelp.com/biz/oo-toro-sushi-irvine","66.","Oo Toro Sushi","https://www.yelp.com/biz/oo-toro-sushi-irvine","93 reviews","$$$","Sushi Bars","Sushi Bars","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sushi","2222 Michelson Dr
Irvine, CA 92612","(949) 222-0688","https://s3-media2.fl.yelpcdn.com/photo/Skpy5C5rIOCdG5rJNv1tfg/30s.jpg","Vu N.","https://www.yelp.com/user_details?userid=d6M5tYYH-mPyZGhxZfyV0Q","I haven't cried in years but I was pretty close to it last night. One word. Wow!  I thought I tasted it all but man, wrong I was!  I counted on Yelp to find me a good sushi…","read more","https://www.yelp.com/biz/oo-toro-sushi-irvine?hrid=NoeLPdt3mQ3qqZsofEX2Nw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/Aoy5jWUVLV1yfzpsd6O-Cw/90s.jpg","Hen House Grill","https://www.yelp.com/biz/hen-house-grill-irvine","67.","Hen House Grill","https://www.yelp.com/biz/hen-house-grill-irvine","549 reviews","$$","Persian/Iranian","Persian/Iranian","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=persian","4515 Campus Dr
Irvine, CA 92612","(949) 786-2000","https://s3-media4.fl.yelpcdn.com/photo/c_CIk8H6tDDRkgAb5jSvLg/30s.jpg","Michelle Z.","https://www.yelp.com/user_details?userid=AeARocmlBJK-xicUj1xlEQ","The ground chicken plate is absolutely my favorite! The food portion and flavor is pretty typical when it comes to Persian food but they make their bread fresh - similar to naan -…","read more","https://www.yelp.com/biz/hen-house-grill-irvine?hrid=kItbPW2Fn3KPdyx6-3hyhQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/LY7RTcS2Xx220IxH1l0_UA/90s.jpg","Burnt Crumbs","https://www.yelp.com/biz/burnt-crumbs-irvine","68.","Burnt Crumbs","https://www.yelp.com/biz/burnt-crumbs-irvine","180 reviews","$$","American (New), Sandwiches","American (New); Sandwiches","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sandwiches","8549 Irvine Ctr Dr
Irvine, CA 92618","(949) 502-5998","https://s3-media4.fl.yelpcdn.com/photo/aZLIET1Ndgn_1csgnUy13g/30s.jpg","Joshua I.","https://www.yelp.com/user_details?userid=0V3hAogr3g4gqILZD8uMOw","Oh yes. That was my first thought when biting into a sandwich of art from this place. This place had been getting a lot of attention from my Instagram pages I follow so I had to try…","read more","https://www.yelp.com/biz/burnt-crumbs-irvine?hrid=sgUdXQ_nTMEBYyg9sQ8wMQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/LlhOl4PgzX5Z9OEHzZjn_g/90s.jpg","Houston's Restaurant","https://www.yelp.com/biz/houstons-restaurant-irvine-3","69.","Houston’s Restaurant","https://www.yelp.com/biz/houstons-restaurant-irvine-3","1393 reviews","$$$","American (New), Steakhouses, American (Traditional)","American (New); Steakhouses; American (Traditional)","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=steak; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=tradamerican","2991 Michelson Dr
Irvine, CA 92612","(949) 833-0977","https://s3-media1.fl.yelpcdn.com/photo/AT14eDPKcfjbSXc9bVSakA/30s.jpg","Craig D.","https://www.yelp.com/user_details?userid=eUovI86Oa5CrhpQ30rAafQ","Came here last week. Second time. Food great service good.  Although we got our entrees at the same time as our salads. No big deal. Just need better timing.   Service note... Relax,…","read more","https://www.yelp.com/biz/houstons-restaurant-irvine-3?hrid=_uAHZGlRzZYIaftlltJLOQ"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/e6Ry1capzWtKeMPauIdl8w/90s.jpg","Chong Qing Mei Wei Szechuan Restaurant","https://www.yelp.com/biz/chong-qing-mei-wei-szechuan-restaurant-irvine","70.","Chong Qing Mei Wei Szechuan Restaurant","https://www.yelp.com/biz/chong-qing-mei-wei-szechuan-restaurant-irvine","478 reviews","$$","Szechuan","Szechuan","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=szechuan","5406 Walnut Ave
Irvine, CA 92604","(949) 651-8886","https://s3-media2.fl.yelpcdn.com/photo/yLYdiiU-4ft05NrkUOziwA/30s.jpg","Edward K.","https://www.yelp.com/user_details?userid=mF-f0GKeNikYEM3V65LkNg","Finally came back to try this spot again...AND WE ARE SO HAPPY WE DID! The owner took immediate notice that we were back this time and made sure we had the correct order and that…","read more","https://www.yelp.com/biz/chong-qing-mei-wei-szechuan-restaurant-irvine?hrid=5Cyz7PKhoYJAUzMll19fNg"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=70","https://s3-media3.fl.yelpcdn.com/bphoto/M906JTFKdnKQJFt_hfADTg/90s.jpg","Yigah Restaurant","https://www.yelp.com/biz/yigah-restaurant-irvine-2","71.","Yigah Restaurant","https://www.yelp.com/biz/yigah-restaurant-irvine-2","324 reviews","$$","Korean","Korean","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean","2750 Alton Pkwy
Irvine, CA 92606","(949) 475-0011","https://s3-media2.fl.yelpcdn.com/photo/5ktZe6etcDf96N-NRxOzFg/30s.jpg","Lisa I.","https://www.yelp.com/user_details?userid=5Q2tLAA-ep_ptCFsw4RPMw","At first glance, the prices for the dishes may seem a little high.  But, the portion size that you get is absolutely incredible.  Each dish would easily feed two people.  My friend…","read more","https://www.yelp.com/biz/yigah-restaurant-irvine-2?hrid=9rhrUA7aLGKbI4iLpqOOyw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=70","https://s3-media3.fl.yelpcdn.com/bphoto/emVQbChSyXunUiiG2j2i3Q/90s.jpg","Curry House","https://www.yelp.com/biz/curry-house-irvine","72.","Curry House","https://www.yelp.com/biz/curry-house-irvine","692 reviews","$$","Japanese Curry, Caterers","Japanese Curry; Caterers","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=japacurry; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=catering","14407 Culver Dr
Irvine, CA 92604","(949) 654-1449","https://s3-media3.fl.yelpcdn.com/photo/5Ra1ElPAO4Z6Ws_lv10VkQ/30s.jpg","Aaron F.","https://www.yelp.com/user_details?userid=dQaUXjTEDpd-Dx4WO6cg_w","I live right down the street, and come here all the time. This place has great tasting curry, tons of options, and generally has speedy service.  I wish they made their ""Super Hot""…","read more","https://www.yelp.com/biz/curry-house-irvine?hrid=l_Ta7JR-ShRL-oFidOsEzA"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=70","https://s3-media3.fl.yelpcdn.com/bphoto/PR7Z0HNGiUP2GcloPoQoGw/90s.jpg","Shik Do Rak","https://www.yelp.com/biz/shik-do-rak-irvine","73.","Shik Do Rak","https://www.yelp.com/biz/shik-do-rak-irvine","1136 reviews","$$","Korean, Barbeque","Korean; Barbeque","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=korean; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=bbq","14805 Jeffrey Rd
Irvine, CA 92618","(949) 653-7668","https://s3-media4.fl.yelpcdn.com/photo/7y83wz8X59fZCda-q-QiiA/30s.jpg","Jeremy L.","https://www.yelp.com/user_details?userid=hYhd961l4OCNnRz-odr7GA","Common theme for the last several lunch visits: SORRY, NO YOGURT.   What's up with that!? Supposedly the machine either isn't working or there isn't enough manpower to operate it? I…","read more","https://www.yelp.com/biz/shik-do-rak-irvine?hrid=cvGvuc91MdAjMV6pTapf0Q"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=70","https://s3-media2.fl.yelpcdn.com/bphoto/p96TAEA8GNUqabetwqmrRg/90s.jpg","Station Cafe","https://www.yelp.com/biz/station-cafe-irvine-2","74.","Station Cafe","https://www.yelp.com/biz/station-cafe-irvine-2","27 reviews","$","Coffee & Tea, Sandwiches, Breakfast & Brunch","Coffee & Tea; Sandwiches; Breakfast & Brunch","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=coffee; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=breakfast_brunch","15211 Barranca Pkwy
Irvine, CA 92618","(949) 536-5597","https://s3-media2.fl.yelpcdn.com/photo/TKGRD5htGJ2r-e5dAvjrxw/30s.jpg","John D.","https://www.yelp.com/user_details?userid=kDDlDqLJdHdCWagFhOi1pA","convenient spot next to the Amtrak.  There is no bells and whistles, just a clean coffee shop.   Friendly service and coffee was good.","read more","https://www.yelp.com/biz/station-cafe-irvine-2?hrid=uENk6Bn3fe7TMXmgTd6lyw"
"https://www.yelp.com/search?find_loc=Irvine,+CA&start=70","https://s3-media2.fl.yelpcdn.com/bphoto/1qWcZkl7TN-aVxp97If7zg/90s.jpg","Asian Box","https://www.yelp.com/biz/asian-box-irvine","75.","Asian Box","https://www.yelp.com/biz/asian-box-irvine","119 reviews","$","Asian Fusion, Vietnamese, Pan Asian","Asian Fusion; Vietnamese; Pan Asian","https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=asianfusion; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=vietnamese; https://www.yelp.com/search?find_loc=Irvine%2C+CA&cflt=panasian","","(949) 769-6196","https://s3-media1.fl.yelpcdn.com/photo/m9PyoPfvwI2bf3xCSsHhCg/30s.jpg","Amanda N.","https://www.yelp.com/user_details?userid=XaaTotzO6FzsOCh9eG2Ycg","This place is super hip and yummy!   Area: The place is super clean and spacious. Parking can get kind of busy during lunch since it's next to UCI and high schoolers come in. The lot…","read more","https://www.yelp.com/biz/asian-box-irvine?hrid=XAIcgjz1M2gK6pKe4sA3Zw"
