"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylist 1","Categorylist 1_link","Categorylist 2","Categorylist 2_link","Categorylist 4","Categorylist 4_link","Secondary","Phonenumber","Arrangeunit 1","Arrangeunit 3","Arrangeunit 4","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=40","https://s3-media3.fl.yelpcdn.com/bphoto/oYXCMeP0vKBG_fKzOl1M3A/90s.jpg","Kareem's Restaurant","https://www.yelp.com/biz/kareems-restaurant-anaheim-3","47.","Kareem’s Restaurant","https://www.yelp.com/biz/kareems-restaurant-anaheim-3","231 reviews","$$","Middle Eastern","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mideastern","Halal","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=halal","Vegetarian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vegetarian","1208 S Brookhurst St
Anaheim, CA 92804","(714) 778-6829","","","","","","","","",""
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=40","https://s3-media4.fl.yelpcdn.com/bphoto/KrRZYvbzAOHaB6ldNoKEjg/90s.jpg","Kettlebar Steam Cooking","https://www.yelp.com/biz/kettlebar-steam-cooking-anaheim","48.","Kettlebar Steam Cooking","https://www.yelp.com/biz/kettlebar-steam-cooking-anaheim","720 reviews","$$","Seafood","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=seafood","Cajun/Creole","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=cajun","Cocktail Bars","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=cocktailbars","440 S Anaheim Blvd
Anaheim, CA 92805","(714) 408-7378","","","","https://s3-media2.fl.yelpcdn.com/photo/QCXW2WcMcVe03xNkCIItOA/30s.jpg","Ki B.","https://www.yelp.com/user_details?userid=81eIjLIrjW_ZXDjlkisX1Q","Very good food and service.  The pan roast and garlic noodle are especially good.  And it's located in a very cool building.","read more","https://www.yelp.com/biz/kettlebar-steam-cooking-anaheim?hrid=Xo9aA7xwyWNx6Y1kiq2srA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=40","https://s3-media1.fl.yelpcdn.com/bphoto/se-7I0pcIE1eEloDOthSOg/90s.jpg","Masala Indian Groceries & Fast Food","https://www.yelp.com/biz/masala-indian-groceries-and-fast-food-anaheim-2","49.","Masala Indian Groceries & Fast Food","https://www.yelp.com/biz/masala-indian-groceries-and-fast-food-anaheim-2","67 reviews","$","Grocery","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=grocery","Indian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=indpak","Buffets","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=buffets","1731 W Katella Ave
Anaheim, CA 92804","(714) 922-9210","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media1.fl.yelpcdn.com/photo/cbGweIt9eqYZ4gDV4Sd-Wg/30s.jpg","Trung P.","https://www.yelp.com/user_details?userid=b4MEovFwJEkKTcLF1VA67A","Yeah, this was a surprise legit place!  I got the two item combo to go, and was surprised as to how good everything was.  The folks that run the place seem really really nice and…","read more","https://www.yelp.com/biz/masala-indian-groceries-and-fast-food-anaheim-2?hrid=CiYlnjHD64IomFH7u9clkg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=40","https://s3-media1.fl.yelpcdn.com/bphoto/GPDuXI57Ke2yj69qvW1eDw/90s.jpg","Walkers's Liquor & Deli","https://www.yelp.com/biz/walkerss-liquor-and-deli-anaheim","50.","Walkers’s Liquor & Deli","https://www.yelp.com/biz/walkerss-liquor-and-deli-anaheim","54 reviews","$","Beer, Wine & Spirits","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=beer_and_wine","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","","","1841 W Lincoln Ave
Anaheim, CA 92801","(714) 758-0705","","","","https://s3-media2.fl.yelpcdn.com/photo/y8Hb5rBaSdrtwDLXOPxUiA/30s.jpg","Catherine S.","https://www.yelp.com/user_details?userid=DIVT4tb3omOeI1MM6JCmUw","Omg amazing sandwiches at first I was a bit spectacle but what a great surprise all the Yelpers could not be wrong that's why this place is AWESOME!","read more","https://www.yelp.com/biz/walkerss-liquor-and-deli-anaheim?hrid=QS-HwmPQ1PPnqPJLaiitYQ"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/Q-mQPtm--bLUzrOFB9pnYg/90s.jpg","Earl of Sandwich","https://www.yelp.com/biz/earl-of-sandwich-anaheim","51.","Earl of Sandwich","https://www.yelp.com/biz/earl-of-sandwich-anaheim","1815 reviews","$","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","","","","","1565 S Disneyland Dr
Anaheim, CA 92802","(714) 817-7476","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media3.fl.yelpcdn.com/photo/YQeW6PGg-LGxLvbdW_ypxg/30s.jpg","Heather Violet B.","https://www.yelp.com/user_details?userid=mIAVSdesScht7AZR7s-7aA","What's not to love? I fell in love with this place after reading tons of good reviews online. I'm a huge Disneyland freak with an annual pass and of course I had to try this place. I…","read more","https://www.yelp.com/biz/earl-of-sandwich-anaheim?hrid=8W_idkklzOcH2kCYOJW-9Q"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/QEwM1z1rn_H2_DELguv2pg/90s.jpg","Ruby's Diner","https://www.yelp.com/biz/rubys-diner-anaheim-3","52.","Ruby’s Diner","https://www.yelp.com/biz/rubys-diner-anaheim-3","357 reviews","$$","Burgers","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=burgers","Diners","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=diners","American (Traditional)","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=tradamerican","1128 W Lincoln Ave
Anaheim, CA 92805","(714) 635-7829","","","","https://s3-media3.fl.yelpcdn.com/photo/QhNa71PSodc2yQdcAqspxw/30s.jpg","Genesis G.","https://www.yelp.com/user_details?userid=kVc--g9GtnRqWKALQXcMKQ","Amazing!!!  Husband and I decided to try new food for this New Years resolution and this is our first.   Banana bread French toast was delicious!  Great service.  Very clean.…","read more","https://www.yelp.com/biz/rubys-diner-anaheim-3?hrid=RrVVN31ZGL0s0PE6P-vbcw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/cjthyqLauOWlWRVbcLn-Dg/90s.jpg","Tummy Stuffer","https://www.yelp.com/biz/tummy-stuffer-anaheim-3","53.","Tummy Stuffer","https://www.yelp.com/biz/tummy-stuffer-anaheim-3","63 reviews","$","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","Delis","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=delis","Steakhouses","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=steak","1210 S State College Blvd
Anaheim, CA 92806","(714) 776-9200","","","","https://s3-media1.fl.yelpcdn.com/photo/--Ct4R2SPUEb-De7tUNgDw/30s.jpg","Mike G.","https://www.yelp.com/user_details?userid=a92YJk-9f0e9mA02nlqfXQ","Tried this place for  last minute choice before a Ducks game. I got the philly sandwich with meat sauce I think. It took about 5 or so minutes, but it was very good. $9 for a foot…","read more","https://www.yelp.com/biz/tummy-stuffer-anaheim-3?hrid=aKS-usrY8Q9ZbmF_Nbb5Jw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/7bXQJ6N5joYwJwTZFHA4AQ/90s.jpg","Lindo Michoacan 2","https://www.yelp.com/biz/lindo-michoacan-2-anaheim","54.","Lindo Michoacan 2","https://www.yelp.com/biz/lindo-michoacan-2-anaheim","700 reviews","$","Mexican","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mexican","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=breakfast_brunch","","","327 S Anaheim Blvd
Anaheim, CA 92805","(714) 535-0265","","","","https://s3-media2.fl.yelpcdn.com/photo/ehMm7pJvsdMSiMiFRdzPXQ/30s.jpg","Charmagne N.","https://www.yelp.com/user_details?userid=GFnnpbHbL9tsZncPUq_mcg","Very good! A delightful surprise! Hubby was famished and wanted to eat Mexican food before we headed to the parks, so we came here after a quick trip to Creme & Sugar for our coffee…","read more","https://www.yelp.com/biz/lindo-michoacan-2-anaheim?hrid=OZXVdan0gyC-agR98V_WWQ"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/DHsgdmEY6WcCy-p0Q96itA/90s.jpg","Disneyland Turkey Leg Cart","https://www.yelp.com/biz/disneyland-turkey-leg-cart-anaheim","55.","Disneyland Turkey Leg Cart","https://www.yelp.com/biz/disneyland-turkey-leg-cart-anaheim","262 reviews","$","Food Stands","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=foodstands","","","","","","","","","","https://s3-media1.fl.yelpcdn.com/photo/Jdq_PMYODagUkB0PRHATuQ/30s.jpg","Emil C.","https://www.yelp.com/user_details?userid=zFo--zdHXg6KJ1RYd8r1BA","I'm not sure if there are multiple carts in the park that sells turkey legs, but this one was located at the exit for the Big Thunder Mountain Train ride. I didn't see a name sign…","read more","https://www.yelp.com/biz/disneyland-turkey-leg-cart-anaheim?hrid=lCdIqppKOkZTLA-qUMXNYA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media2.fl.yelpcdn.com/bphoto/j4Vzi6u1CR0XYt4KHBjcqA/90s.jpg","Cove Bar","https://www.yelp.com/biz/cove-bar-anaheim","56.","Cove Bar","https://www.yelp.com/biz/cove-bar-anaheim","1229 reviews","$$","American (Traditional)","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=tradamerican","American (New)","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=newamerican","Bars","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=bars","","(714) 781-3463","","","","https://s3-media1.fl.yelpcdn.com/photo/qW1q6GsGjNNoemxf5XrHfw/30s.jpg","James W.","https://www.yelp.com/user_details?userid=AVWOSFGmTaEIt0BZyWz83g","i came alone and got seated at the bar top after a little bit of a wait (but what do you expect.. it's disneyland lol). the bartender stefanie immediately helped me out and handed me…","read more","https://www.yelp.com/biz/cove-bar-anaheim?hrid=ck_MDHOQRqt0CvSl3CwcEQ"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/48HZWp-xuHsPJgaZkJ7M2w/90s.jpg","Teddy's Cafe Burger & Teriyaki","https://www.yelp.com/biz/teddys-cafe-burger-and-teriyaki-anaheim","57.","Teddy’s Cafe Burger & Teriyaki","https://www.yelp.com/biz/teddys-cafe-burger-and-teriyaki-anaheim","58 reviews","$","Japanese","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=japanese","Burgers","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=burgers","Asian Fusion","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=asianfusion","2401 W Lincoln Ave
Anaheim, CA 92801","(714) 484-8811","","","","https://s3-media1.fl.yelpcdn.com/photo/ZLnWxdrQc3miKJFPmTlFkg/30s.jpg","Marcos B.","https://www.yelp.com/user_details?userid=R_Uk8Mbnn8kw571xZ0s1SA","You guys think in-n-out, five guys, fuds, volcano is a great burger? Then youve never actually had a great burger. Here at teddys you'll never be dissapointment with the amount,…","read more","https://www.yelp.com/biz/teddys-cafe-burger-and-teriyaki-anaheim?hrid=iAA2dO0lYb9k0RwGfmJMwA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/jv_jstbpBttFOTLzCRk-3Q/90s.jpg","Lui's Pizza & Subs","https://www.yelp.com/biz/luis-pizza-and-subs-anaheim","58.","Lui’s Pizza & Subs","https://www.yelp.com/biz/luis-pizza-and-subs-anaheim","137 reviews","$","Pizza","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=pizza","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","","","1150 N Harbor Blvd
Anaheim, CA 92801","(714) 956-4476","","","","https://s3-media4.fl.yelpcdn.com/photo/COhyPkchY0TL6HZdwL7BBA/30s.jpg","Nicole G.","https://www.yelp.com/user_details?userid=J9AsG9SLTMjWljsNo7N7Qg","(***extra stars for this place cuz my dad...rip ....used to take me and my best friend here! :) sooo its special to meee)  FIIIIIIIRST went here like....in 2010...7 years ago...with…","read more","https://www.yelp.com/biz/luis-pizza-and-subs-anaheim?hrid=v9PXdTdB5Trlt-jECsqvDw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/2br-r0JJyO1hRpOBK9FBbQ/90s.jpg","Pizza Boy","https://www.yelp.com/biz/pizza-boy-anaheim","59.","Pizza Boy","https://www.yelp.com/biz/pizza-boy-anaheim","336 reviews","$","Pizza","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=pizza","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","","","1177 S State College Blvd
Anaheim, CA 92806","(714) 772-7716","","","","https://s3-media1.fl.yelpcdn.com/photo/VauCbw49UYz0fgQhCbfXWQ/30s.jpg","Hans F.","https://www.yelp.com/user_details?userid=iTyRKm4bwSC0Nie8WQN6kQ","Oh Boy.... My Pizza Boy!!! I am from Europe and definitely know a good, fresh and tasty Pizza... This is 100% it!!! Perfect Dough and perfect crust! Can't be better!!! Thank you!…","read more","https://www.yelp.com/biz/pizza-boy-anaheim?hrid=DcKrmtQ6nyDTr-FmgGVe-w"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/XahIqCv2YdkarJ1KzT4Pzg/90s.jpg","Phoenix Club","https://www.yelp.com/biz/phoenix-club-anaheim","60.","Phoenix Club","https://www.yelp.com/biz/phoenix-club-anaheim","193 reviews","$$","German","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=german","Pubs","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=pubs","Venues & Event Spaces","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=venues","1340 S Sanderson Ave
Anaheim, CA 92806","(714) 563-4166","Purchase Tickets Online; Purchase Tickets Online","See Events","","https://s3-media1.fl.yelpcdn.com/photo/pnerFhp55wpC2QiqCVQ98w/30s.jpg","Gaby R.","https://www.yelp.com/user_details?userid=T6vPOl9piomdIQH2c9lzsA","Amazing buffet on Thanksgiving day!! There was every imaginable German specialty such as bratwurst and sauerkraut, schnitzel and noodles, rouladen (stuffed rolled beef) with a…","read more","https://www.yelp.com/biz/phoenix-club-anaheim?hrid=Giwv-0PqkLnMqYrlAoT7iA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/ORmgt75Xk2K_6Z5-3AkNLg/90s.jpg","Healthy Junk","https://www.yelp.com/biz/healthy-junk-anaheim","61.","Healthy Junk","https://www.yelp.com/biz/healthy-junk-anaheim","775 reviews","$$","Vegan","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vegan","Vegetarian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=vegetarian","","","201 Ctr St Promenade
Anaheim, CA 92805","(714) 772-5865","","","","https://s3-media1.fl.yelpcdn.com/photo/T2raDUARGVGVaqVYCNPocg/30s.jpg","Billie W.","https://www.yelp.com/user_details?userid=BA8roQLbf3wS6zqLnq7tng","Found Healthy Junk on yelp and decided to give it a go after seeing on their website they had gluten free options.  Unfortunately, their gluten free option just meant bean burger in…","read more","https://www.yelp.com/biz/healthy-junk-anaheim?hrid=AFwAInJ0cFr4g3r4XArjAw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/tOvTF-33tmZsKJPGHHTv7Q/90s.jpg","E-San Rod-Sap","https://www.yelp.com/biz/e-san-rod-sap-anaheim","62.","E-San Rod-Sap","https://www.yelp.com/biz/e-san-rod-sap-anaheim","243 reviews","$","Thai","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=thai","Laotian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=laotian","","","1719 W La Palma Ave
Anaheim, CA 92801","(714) 999-0563","","","","https://s3-media2.fl.yelpcdn.com/photo/jho-Eh2DSu0LL7WTXqVo3g/30s.jpg","Candice L.","https://www.yelp.com/user_details?userid=_eyR2TOvlwWFa_z29bsZJA","I'M IN LOVE!!!! I knew about this place from my coworker and decided to try it. I was going to order the express one, but it was too late, so I ordered 3 items to go: Crispy Rice…","read more","https://www.yelp.com/biz/e-san-rod-sap-anaheim?hrid=1kDDBf72qzLHPaeqL87CQQ"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/8QLqt449C2RxZMvQpyNRIA/90s.jpg","Deli-icious Cafe","https://www.yelp.com/biz/deli-icious-cafe-anaheim","63.","Deli-icious Cafe","https://www.yelp.com/biz/deli-icious-cafe-anaheim","96 reviews","$","Cafes","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=cafes","Sandwiches","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=sandwiches","Breakfast & Brunch","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=breakfast_brunch","209 W Cerritos Ave
Anaheim, CA 92805","(714) 956-1975","This restaurant accepts pickup and delivery; This restaurant accepts pickup and delivery","Start Order","Start Order","https://s3-media3.fl.yelpcdn.com/photo/EZHNqKZblA9RRjaqvpxLnQ/30s.jpg","Jonathan D.","https://www.yelp.com/user_details?userid=UQtfuqzjRoVcs8PVMcEs2A","This is definitely a cool little spot!  Staff is friendly and most importantly the food is delicious.  I had a breakfast croissant and really enjoyed it.  This place gets five stars…","read more","https://www.yelp.com/biz/deli-icious-cafe-anaheim?hrid=VZ7p0fSdaxEiYMKTKxdKNw"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/aTNpbOUbEDrnD1S8g-Tw5g/90s.jpg","Seasons Kitchen USA","https://www.yelp.com/biz/seasons-kitchen-usa-anaheim","64.","Seasons Kitchen USA","https://www.yelp.com/biz/seasons-kitchen-usa-anaheim","102 reviews","$","Malaysian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=malaysian","Singaporean","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=singaporean","Indonesian","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=indonesian","641 N Euclid St
Anaheim, CA 92801","(714) 829-4213","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media2.fl.yelpcdn.com/photo/pHU6ngfMbgYmWhEgI_UFfA/30s.jpg","Scott A.","https://www.yelp.com/user_details?userid=XbMMfaLlyvCfrVdgLMGcGg","Having never had Malaysian food, we wanted to give it a try.  I had a Malaysian dish with noodles and sausage, my wife had a soup dish and my son had a fall off the bone chicken.…","read more","https://www.yelp.com/biz/seasons-kitchen-usa-anaheim?hrid=vjiULU4qjhKq9MMEFFPUMA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/HoG7HgVSBZNOvieOtplsQA/90s.jpg","Jägerhaus","https://www.yelp.com/biz/j%C3%A4gerhaus-anaheim-2","65.","Jägerhaus","https://www.yelp.com/biz/j%C3%A4gerhaus-anaheim-2","624 reviews","$$","German","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=german","","","","","2525 E Ball Rd
Anaheim, CA 92806","(714) 520-9500","","","","https://s3-media1.fl.yelpcdn.com/photo/t6AOOxUmPa3iRVoPra_lPQ/30s.jpg","Mael D.","https://www.yelp.com/user_details?userid=bFvsnZfY-qB7kRQ44S8eew","Even though this place is off a freeway and looks very old in my opinion, going inside is simply the best thing you can do.  I've been very judgmental before to go in and before to…","read more","https://www.yelp.com/biz/j%C3%A4gerhaus-anaheim-2?hrid=lFunTIJkeWYkrSS-Aisbmg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/Fbw11FvyTdSUGaDxASybmQ/90s.jpg","Steakhouse 55","https://www.yelp.com/biz/steakhouse-55-anaheim","66.","Steakhouse 55","https://www.yelp.com/biz/steakhouse-55-anaheim","694 reviews","$$$","Steakhouses","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=steak","American (New)","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=newamerican","","","","(714) 778-6600","","","","https://s3-media3.fl.yelpcdn.com/photo/VkRZS3abTSkAcijAxpvxSg/30s.jpg","Diana H.","https://www.yelp.com/user_details?userid=cimF6JVKNcmv3EWlTRcEQA","Food was amazing and so was the service.   Sea and land tartare: hard to describe, it looked like tuna on top of a cracker, but once you taste it was amazing.   Truffle macaroni and…","read more","https://www.yelp.com/biz/steakhouse-55-anaheim?hrid=hgUEAzIZZJcf3V6KUykdXg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/LpsYwx2NJRGcUw-2asYcXQ/90s.jpg","MFK By Aysee","https://www.yelp.com/biz/mfk-by-aysee-anaheim-2","67.","MFK By Aysee","https://www.yelp.com/biz/mfk-by-aysee-anaheim-2","119 reviews","$","Filipino","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=filipino","Soul Food","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=soulfood","","","2620 W La Palma Ave
Anaheim, CA 92801","(657) 337-5288","","","","https://s3-media3.fl.yelpcdn.com/photo/UjoxX8nPUqTJBTz5ihyEug/30s.jpg","Ren M.","https://www.yelp.com/user_details?userid=ehGPFix880Il1m6rzZSyjA","Yooooooo this place is GOAT. So glad that there is finally a Filipino joint that serves individual sized meals. They have bowls, loaded tots, and kamayan feast. Their most popular…","read more","https://www.yelp.com/biz/mfk-by-aysee-anaheim-2?hrid=GSUKgHx_Ql9W12cBQktosA"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media3.fl.yelpcdn.com/bphoto/ZcDGOcy7AqJpmBKmpndrLQ/90s.jpg","Crêpe Coop","https://www.yelp.com/biz/cr%C3%AApe-coop-anaheim-3","68.","Crêpe Coop","https://www.yelp.com/biz/cr%C3%AApe-coop-anaheim-3","442 reviews","$","Coffee & Tea","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=coffee","Creperies","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=creperies","","","440 S Anaheim Blvd
Anaheim, CA 92805","(714) 215-4966","","","","https://s3-media2.fl.yelpcdn.com/photo/XUKwP6I11hjWFiNBV76NEQ/30s.jpg","Beckee M.","https://www.yelp.com/user_details?userid=Susy10mX0sa_nwYwPs7N0Q","Yum, Yum, Yum  Crepe's were great. Can't wait to go back and try others. I had the seasonal Samoa. It was very good. maybe a little bit too sweet to eat all in one setting, but it…","read more","https://www.yelp.com/biz/cr%C3%AApe-coop-anaheim-3?hrid=dkwJph1UB2KPXzpqx3cV1Q"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/iR29GxpF8xJC25CqzntuvQ/90s.jpg","Alwadee Bakery & Restaurant","https://www.yelp.com/biz/alwadee-bakery-and-restaurant-anaheim","69.","Alwadee Bakery & Restaurant","https://www.yelp.com/biz/alwadee-bakery-and-restaurant-anaheim","83 reviews","$","Mediterranean","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mediterranean","Halal","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=halal","","","311 S Brookhurst St
Anaheim, CA 92804","(714) 956-2997","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media3.fl.yelpcdn.com/photo/KFRAMamhCYTD5WwJWoQ-wA/30s.jpg","N B.","https://www.yelp.com/user_details?userid=pg7pxus1a99UJX1cJxx0VQ","This is my go to location for good middle eastern food! It's delicious, made from scratch and halal, what more could a girl ask for?   This is the only location in all of Little…","read more","https://www.yelp.com/biz/alwadee-bakery-and-restaurant-anaheim?hrid=kEB-E6fe7QuxRDAzH52ZCg"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/5zxUrxuLWAEYN8VxgGAISw/90s.jpg","Jasmine Mediterranean Restaurant","https://www.yelp.com/biz/jasmine-mediterranean-restaurant-anaheim","70.","Jasmine Mediterranean Restaurant","https://www.yelp.com/biz/jasmine-mediterranean-restaurant-anaheim","208 reviews","$","Mediterranean","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mediterranean","","","","","1925 E Lincoln Ave
Anaheim, CA 92805","(714) 817-0435","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media4.fl.yelpcdn.com/photo/e-Rg6S-f-wXhh6U0j9zqDQ/30s.jpg","Zenith R.","https://www.yelp.com/user_details?userid=dwSTrcH8RXF0zw_U5mCwAw","Absolutely in love with the lunch specials here. The meat is so tender, it falls into your mouth with the perfect amount of flavor. Their garlic sauce is the perfect addition to any…","read more","https://www.yelp.com/biz/jasmine-mediterranean-restaurant-anaheim?hrid=J5eO--zWQBBmR0Top1xzng"
"https://www.yelp.com/search?find_loc=Anaheim,+CA&start=70","https://s3-media2.fl.yelpcdn.com/bphoto/RiAWXg3wB0SVz_wXtXgU7g/90s.jpg","Sahara Falafel","https://www.yelp.com/biz/sahara-falafel-anaheim","71.","Sahara Falafel","https://www.yelp.com/biz/sahara-falafel-anaheim","509 reviews","$$","Middle Eastern","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mideastern","Halal","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=halal","Mediterranean","https://www.yelp.com/search?find_loc=Anaheim%2C+CA&cflt=mediterranean","590 S Brookhurst St
Anaheim, CA 92804","(714) 491-0400","This restaurant accepts pickup orders; This restaurant accepts pickup orders","Start Order","","https://s3-media3.fl.yelpcdn.com/photo/HjhTjJfkGM5WvsKRkU3A2Q/30s.jpg","Eric S.","https://www.yelp.com/user_details?userid=YEPYTQxR_0zdwMt20wogwg","Cleanliness:10 Bathroom : n/a Good Appearance: 10 Time: 10 Portion size: 10 Price : 8 ; thought it was a little high but for all the food was worth it. Mix kabob can feed 2 people…","read more","https://www.yelp.com/biz/sahara-falafel-anaheim?hrid=dq2Dev91jX9hZVMLzG6ZxA"
