"url","Analyticsimg","Analyticsimg_alt","Analyticsimg_link","Indexedbiz","Biznameclick","Biznameclick_link","Reviewcount","Business","Categorylisttext","Categorylistlink","Categorylistlink_link","Secondary 1","Secondary 2","Phonenumber","Photoboximg","Photoboximg_alt","Photoboximg_link","Snippet","Readmore","Readmore_link"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/kZZGBdnao9gQhClW95hYYw/90s.jpg","Gyutan Tsukasa USA","https://www.yelp.com/biz/gyutan-tsukasa-usa-costa-mesa","51.","Gyutan Tsukasa USA","https://www.yelp.com/biz/gyutan-tsukasa-usa-costa-mesa","241 reviews","$$","Japanese","Japanese","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese","665 Paularino Ave","Costa Mesa, CA 92626","(714) 434-1023","https://s3-media3.fl.yelpcdn.com/photo/2sUjoRJfGWkGvcbgWmt_og/30s.jpg","Ari L.","https://www.yelp.com/user_details?userid=7Jbbt45oGXmXl-3w8eFcrg","I love coming here for lunch! I came almost every day my previous quarter at university since it was on the way to school. I usually get their beef tongue bento which is very good!…","read more","https://www.yelp.com/biz/gyutan-tsukasa-usa-costa-mesa?hrid=OAjR165NhEgN1lrRv5WcEA"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/KY7nNU1UqFnUo7AXbEdKHA/90s.jpg","EON Sushi","https://www.yelp.com/biz/eon-sushi-costa-mesa","52.","EON Sushi","https://www.yelp.com/biz/eon-sushi-costa-mesa","276 reviews","$$","Seafood, Sushi Bars, Japanese","Seafood; Sushi Bars; Japanese","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese","2340 Harbor Blvd","Costa Mesa, CA 92626","(714) 557-9700","https://s3-media3.fl.yelpcdn.com/photo/6s4aHhwkFoW6mrfMDo8xDA/30s.jpg","Edwin R.","https://www.yelp.com/user_details?userid=lpWzmLP27Z6Aqjm7L2ORKw","This is a great sushi place to eat at, just recently went to get some chow and inmost say their quality on the seafood was pretty good. I haven't tried any other sushi places here…","read more","https://www.yelp.com/biz/eon-sushi-costa-mesa?hrid=8pwNuxGeNv_zXtd1bU-y_g"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/C6-Xtdwd97e_8yaTC5eV3g/90s.jpg","The Habit Burger Grill","https://www.yelp.com/biz/the-habit-burger-grill-costa-mesa","53.","The Habit Burger Grill","https://www.yelp.com/biz/the-habit-burger-grill-costa-mesa","257 reviews","$","Burgers","Burgers","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=burgers","1510 Adams Ave","Costa Mesa, CA 92626","(714) 241-1873","https://s3-media2.fl.yelpcdn.com/photo/ujOf0UtvCFMjHr-mYvQ0kA/30s.jpg","Andy H.","https://www.yelp.com/user_details?userid=VY89XDPgiBK_6Nf3P3EB2g","Trying to make it a habit! I go here for lunch when I don't know what to eat and a burger is just fine. The burgers here are great, especially the BBQ bacon Char. For a good burger,…","read more","https://www.yelp.com/biz/the-habit-burger-grill-costa-mesa?hrid=ZZgdl5HW_nVJfHlrxFwN_Q"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media4.fl.yelpcdn.com/bphoto/UOc4KVVIuwfoEOy7AO3jQA/90s.jpg","Taco Mesa","https://www.yelp.com/biz/taco-mesa-costa-mesa","54.","Taco Mesa","https://www.yelp.com/biz/taco-mesa-costa-mesa","1067 reviews","$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","647 W 19th St","Costa Mesa, CA 92627","(949) 642-0629","https://s3-media3.fl.yelpcdn.com/photo/hAPJNDQyqoOQqUjYU5bTQw/30s.jpg","Taco M.","https://www.yelp.com/user_details?userid=lNzw9drabCT7plSN99AWJA","Was visiting from out of town and ordered over the phone for pick up. Great service on the phone and in person. I got one hard shell taco and 2 chicken enchiladas with rice n beans.…","read more","https://www.yelp.com/biz/taco-mesa-costa-mesa?hrid=P31z3wg-kvCWR1UNN4e_zQ"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/xUeJLKVKG3Gjb47gLgDdiA/90s.jpg","Baja Fish Tacos","https://www.yelp.com/biz/baja-fish-tacos-costa-mesa","55.","Baja Fish Tacos","https://www.yelp.com/biz/baja-fish-tacos-costa-mesa","405 reviews","$","Seafood, Mexican","Seafood; Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=seafood; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","171 E 17th St","Costa Mesa, CA 92627","(949) 548-8487","https://s3-media4.fl.yelpcdn.com/photo/VUaPVHFN2r6lx5oXZwcweQ/30s.jpg","Michelle K.","https://www.yelp.com/user_details?userid=kMdUDZ0bOEECJfPBn6izBw","Best shrimp platter, shrimp quesadilla and shrimp tacos in town!   I have a theory they purchase shrimp from Santa Monica Seafood... it is THAT good.   Call in your order and avoid…","read more","https://www.yelp.com/biz/baja-fish-tacos-costa-mesa?hrid=WLaUYf3qk25oC3s914U9bw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/ZP5eup9heMMx-3etrOZDRA/90s.jpg","Pizza D'Oro","https://www.yelp.com/biz/pizza-d-oro-costa-mesa","56.","Pizza D’Oro","https://www.yelp.com/biz/pizza-d-oro-costa-mesa","364 reviews","$","Pizza, Italian","Pizza; Italian","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=pizza; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=italian","1145 Baker St","Costa Mesa, CA 92626","(714) 549-0685","https://s3-media3.fl.yelpcdn.com/photo/WnUgRidr05xs-Jv5FTO0Tg/30s.jpg","Juan M.","https://www.yelp.com/user_details?userid=DnbqxxiBPlpGP1lzr9X65g","Incredible food and sauces!! I've had it all, from the pasta, chicken, pizza, sandwiches and beer.   Excellent service, family owned, and mouth drooling sauces. Garlic bread and a…","read more","https://www.yelp.com/biz/pizza-d-oro-costa-mesa?hrid=jXymxUDgdeNAjyrK6UE3gw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/IlAavNOxi7wBl32KCTnlww/90s.jpg","Uroko Cafe","https://www.yelp.com/biz/uroko-cafe-costa-mesa","57.","Uroko Cafe","https://www.yelp.com/biz/uroko-cafe-costa-mesa","702 reviews","$","Japanese, Salad, Poke","Japanese; Salad; Poke","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=salad; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=poke","3030 Bristol St","Costa Mesa, CA 92626","(714) 436-5798","https://s3-media4.fl.yelpcdn.com/photo/NzfrSN0g3oS1NXFvGPqGWg/30s.jpg","Anthony T.","https://www.yelp.com/user_details?userid=YB5VfYGRXTYoaUgjHTPaaA","Portions are bigger compared to other Poke places in the area (and also out of the area) and the price is pretty great too.  Would recommend!","read more","https://www.yelp.com/biz/uroko-cafe-costa-mesa?hrid=60oWnfYc5euK8dmqhJ5p4A"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media3.fl.yelpcdn.com/bphoto/zTOnJGEXBSYQC26mzaR08A/90s.jpg","Pueblo","https://www.yelp.com/biz/pueblo-costa-mesa-2","58.","Pueblo","https://www.yelp.com/biz/pueblo-costa-mesa-2","809 reviews","$$","Tapas/Small Plates, Spanish, Bars","Tapas/Small Plates; Spanish; Bars","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=tapasmallplates; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=spanish; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=bars","3321 Hyland Ave","Costa Mesa, CA 92626","(714) 340-5775","https://s3-media2.fl.yelpcdn.com/photo/UOgud34dhkeia_-Hiyxl9g/30s.jpg","Paula W.","https://www.yelp.com/user_details?userid=3gtYrknnqRu2xNoRdCCEVw","EVERYTHING about my experiences at Pueblo are first rate. The service, the drinks, the food....oh, the food! There hasn't been one item that I haven't LOVED, be it brunch, lunch,…","read more","https://www.yelp.com/biz/pueblo-costa-mesa-2?hrid=7MXAup9Hi3uEILqb0AgCNg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/mj8dFKiLA__Dmlmo1cP3ug/90s.jpg","Royal Tea & Treatery","https://www.yelp.com/biz/royal-tea-and-treatery-costa-mesa","59.","Royal Tea & Treatery","https://www.yelp.com/biz/royal-tea-and-treatery-costa-mesa","103 reviews","$$","Bakeries, Gluten-Free, Tea Rooms","Bakeries; Gluten-Free; Tea Rooms","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=bakeries; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=gluten_free; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=tea","2950 Grace Ln","Costa Mesa, CA 92626","(714) 540-9500","https://s3-media3.fl.yelpcdn.com/photo/ZG3svC1CmK8F6shDZvGlMQ/30s.jpg","Sapphire L.","https://www.yelp.com/user_details?userid=CvWOiDRpthBgvpQEGpiW7Q","I love this place! I didn't realize when I went there that the entire place is gluten-free and dairy-free. This is great for me because I'm allergic to both.  I also am very, very…","read more","https://www.yelp.com/biz/royal-tea-and-treatery-costa-mesa?hrid=f4X5OlIxHAn2qJhcEbzoGg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=50","https://s3-media1.fl.yelpcdn.com/bphoto/h9Ql4yY9MwawCYHBg_3z_g/90s.jpg","East Borough","https://www.yelp.com/biz/east-borough-costa-mesa","60.","East Borough","https://www.yelp.com/biz/east-borough-costa-mesa","690 reviews","$","Vietnamese, Salad, Noodles","Vietnamese; Salad; Noodles","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=vietnamese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=salad; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=noodles","2937 Bristol St","Costa Mesa, CA 92626","(714) 641-5010","https://s3-media2.fl.yelpcdn.com/photo/sSuc1oEiFHgAWgw1w5TyqQ/30s.jpg","Breanne I.","https://www.yelp.com/user_details?userid=U_LvCsMxIa6Mcr7pPbU95Q","Came across East Borough by accidently turning into the CAMP & whaaat a wonderful accident it turned out to be.   Customer Service here was over the top! The worker at the counter…","read more","https://www.yelp.com/biz/east-borough-costa-mesa?hrid=bcKmLKQ2XvXc-Hq30JaTSw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/TbYtn_FYvAZ0wVpptZZGRA/90s.jpg","Wafu of Japan","https://www.yelp.com/biz/wafu-of-japan-costa-mesa","61.","Wafu of Japan","https://www.yelp.com/biz/wafu-of-japan-costa-mesa","340 reviews","$$","Japanese, Sushi Bars","Japanese; Sushi Bars","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi","320 Bristol St","Costa Mesa, CA 92626","(714) 641-7321","https://s3-media2.fl.yelpcdn.com/photo/eeDj9pg2GSIk_fNj_k_ioA/30s.jpg","Bree M.","https://www.yelp.com/user_details?userid=eDASio_BIAyIod5jCo2KOQ","I feel like our(half ass fancy) king suite across the street was from heaven...only to send us here. I have never eaten a richer and more buttery toro in my life. This place is…","read more","https://www.yelp.com/biz/wafu-of-japan-costa-mesa?hrid=PThiFzFNVG4R8WhaxCu_fA"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/ymPy236IbgXTorfDfcCuzQ/90s.jpg","Tabu Shabu","https://www.yelp.com/biz/tabu-shabu-costa-mesa","62.","Tabu Shabu","https://www.yelp.com/biz/tabu-shabu-costa-mesa","803 reviews","$$","Japanese, Hot Pot","Japanese; Hot Pot","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=hotpot","333 E 17th St","Costa Mesa, CA 92627","(949) 642-2660","https://s3-media4.fl.yelpcdn.com/photo/y9sxH8-uCwZ1csvk4vdWFw/30s.jpg","P D.","https://www.yelp.com/user_details?userid=ziNOVoFKhuWkdRD9lg1s3A","Shabu Shabu!!!! I can literally have this meal every day if I could...okay maybe not but it's just SO GOOD! I always feel like I'm getting all my nutrients in one meal every time:…","read more","https://www.yelp.com/biz/tabu-shabu-costa-mesa?hrid=UoqvHXKuxCbfZWKHpa6oxQ"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media1.fl.yelpcdn.com/bphoto/S8kef6H7IPwnvnHGHpM6yA/90s.jpg","Old Vine Cafe","https://www.yelp.com/biz/old-vine-cafe-costa-mesa-3","63.","Old Vine Cafe","https://www.yelp.com/biz/old-vine-cafe-costa-mesa-3","1780 reviews","$$","American (New), Breakfast & Brunch","American (New); Breakfast & Brunch","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=newamerican; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=breakfast_brunch","2937 Bristol St","Costa Mesa, CA 92626","(714) 545-1411","https://s3-media1.fl.yelpcdn.com/photo/vjz_AIBi63QzlXdGD3UHvg/30s.jpg","Nelson O.","https://www.yelp.com/user_details?userid=6Z83E_1hrc2fsDcCISTn1w","I'm a snotty Frenchie that doesn't eat CRAP... well most of the time. Our family is really picky about presentation, natural flavors and courteous service.  So for me to take the…","read more","https://www.yelp.com/biz/old-vine-cafe-costa-mesa-3?hrid=vGJ-mGTvJBIsyf1W3Aahsg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media1.fl.yelpcdn.com/bphoto/9UhOl36gJBiBMqnbav9YhA/90s.jpg","Marrakesh Costa Mesa","https://www.yelp.com/biz/marrakesh-costa-mesa-costa-mesa","64.","Marrakesh Costa Mesa","https://www.yelp.com/biz/marrakesh-costa-mesa-costa-mesa","419 reviews","$$$","Moroccan","Moroccan","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=moroccan","1976 Newport Blvd","Costa Mesa, CA 92627","(949) 645-8384","https://s3-media4.fl.yelpcdn.com/photo/aopgwrxweEm9pN3LdgGgMg/30s.jpg","N D.","https://www.yelp.com/user_details?userid=pYfkdoK849o_t_hXeuUa7Q","Delicious food and great service. I highly recommend it and how more people try it.  The Bastille was so tasty, and you have to love the camel decoration--and the lamb was so well…","read more","https://www.yelp.com/biz/marrakesh-costa-mesa-costa-mesa?hrid=R3rOzICdOGFmOIB4dLYdlg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/OBTFbIBEl_PiHWGWTYATvw/90s.jpg","Roman's Mexican Restaurant & Taqueria","https://www.yelp.com/biz/romans-mexican-restaurant-and-taqueria-costa-mesa","65.","Roman’s Mexican Restaurant & Taqueria","https://www.yelp.com/biz/romans-mexican-restaurant-and-taqueria-costa-mesa","115 reviews","$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","2400 Newport Blvd","Costa Mesa, CA 92627","(949) 548-5534","https://s3-media4.fl.yelpcdn.com/photo/gime_g0Qsl1N6FH-dAzYlA/30s.jpg","Isaac G.","https://www.yelp.com/user_details?userid=O7Yolth65ERZikDKCPh3-Q","I love this place. The food is top notch. I been coming here for almost 10 years. The owner is a real boss and he treats his customers great. The cops in the area are real pieces of…","read more","https://www.yelp.com/biz/romans-mexican-restaurant-and-taqueria-costa-mesa?hrid=o1sDCLYcggkItoP48Dd42g"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/58e-SfMwpWWG0_YWNrkCNw/90s.jpg","Subway","https://www.yelp.com/biz/subway-costa-mesa-23","66.","Subway","https://www.yelp.com/biz/subway-costa-mesa-23","62 reviews","$","Sandwiches, Fast Food","Sandwiches; Fast Food","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=hotdogs","2263 Fairview Rd","Costa Mesa, CA 92627","(949) 650-7599","https://s3-media2.fl.yelpcdn.com/photo/UjZcC_hTBeqRrKovsX-O9Q/30s.jpg","Kristen O.","https://www.yelp.com/user_details?userid=1I3sEF200yztkzS1ALvngg","Love this Subway location!! Ben who's made our sandwiches a couple times has been so helpful and nice. My friends and I work at a sleep lab, so we are night shift and like to make…","read more","https://www.yelp.com/biz/subway-costa-mesa-23?hrid=k06uz4j1h9fE9FYTT6jmlg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media4.fl.yelpcdn.com/bphoto/5QmbqVwqjwNqMap0PhsPUA/90s.jpg","The Pizza Press","https://www.yelp.com/biz/the-pizza-press-costa-mesa-2","67.","The Pizza Press","https://www.yelp.com/biz/the-pizza-press-costa-mesa-2","120 reviews","$","Desserts, Pizza","Desserts; Pizza","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=desserts; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=pizza","901 S Coast Dr","Costa Mesa, CA 92626","(657) 266-0027","https://s3-media3.fl.yelpcdn.com/photo/wr9-vHQOUAUQvnLBdeS4Bw/30s.jpg","Tasnim C.","https://www.yelp.com/user_details?userid=gMnoe9Bwm4NxZ_J0fzn-2A","The Pizza Press might hands down be my favorite pizza joint. Before trying this, I always went to Blaze or Pieology but Pizza Press definitely changed the game for me.  To start off,…","read more","https://www.yelp.com/biz/the-pizza-press-costa-mesa-2?hrid=z3uxYOjBxi3Wqj976q9dNw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media1.fl.yelpcdn.com/bphoto/fyf7EBZWkshPye4nB4h6YA/90s.jpg","Shunka","https://www.yelp.com/biz/shunka-costa-mesa","68.","Shunka","https://www.yelp.com/biz/shunka-costa-mesa","476 reviews","$$$","Sushi Bars","Sushi Bars","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi","369 E 17th St","Costa Mesa, CA 92627","(949) 631-9854","https://s3-media1.fl.yelpcdn.com/photo/dCQYR3dOwhCNv2wKg3sz5g/30s.jpg","Jessica T.","https://www.yelp.com/user_details?userid=8PhzbbEqE1bj8K_3TNQ5VA","This is my 4th time eating here and it never seems to disappoint me. What I love about this place is that their fish is always fresh. What I mean by fresh is that their fish is…","read more","https://www.yelp.com/biz/shunka-costa-mesa?hrid=a62EmuRBJeqKnRbbHsTcsw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/WsHHQxtA-HRnAZCaoeG5PQ/90s.jpg","Tenkatori Karaage","https://www.yelp.com/biz/tenkatori-karaage-costa-mesa-2","69.","Tenkatori Karaage","https://www.yelp.com/biz/tenkatori-karaage-costa-mesa-2","102 reviews","$","Japanese","Japanese","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese","3001 Bristol St","Costa Mesa, CA 92626","(714) 641-7004","https://s3-media1.fl.yelpcdn.com/photo/cqif8Uir5VqaUGFcLzygVA/30s.jpg","Vanna H.","https://www.yelp.com/user_details?userid=qRWdcFjvCWfXX1O71mQmbA","Great food for such a great price!   This really isn't a place where you dine at. I think most people get to go. The area is really small. I came on a weekday night and there was a…","read more","https://www.yelp.com/biz/tenkatori-karaage-costa-mesa-2?hrid=sdJ5vkMFL-rNWYtmAfWmtg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=60","https://s3-media2.fl.yelpcdn.com/bphoto/TqhfKcmBQoZrlo5oqxWPqQ/90s.jpg","Super Antojitos","https://www.yelp.com/biz/super-antojitos-costa-mesa","70.","Super Antojitos","https://www.yelp.com/biz/super-antojitos-costa-mesa","239 reviews","$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","2949 Fairview Rd","Costa Mesa, CA 92626","(714) 437-1824","https://s3-media4.fl.yelpcdn.com/photo/6Q85HfzkupU0ku7sTs_gNg/30s.jpg","Ric B.","https://www.yelp.com/user_details?userid=cyZA9dB33eJNC56GBV-ZvQ","Great food  Great service Great micheladas Cold beer  Great menudo   All good thanks super As","read more","https://www.yelp.com/biz/super-antojitos-costa-mesa?hrid=d2RVcvJXOCv1rV-xGagKqg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=70","https://s3-media1.fl.yelpcdn.com/bphoto/Xc1wH7mQYQyYUy9dfh4yMA/90s.jpg","Sushi Shibucho","https://www.yelp.com/biz/sushi-shibucho-costa-mesa","71.","Sushi Shibucho","https://www.yelp.com/biz/sushi-shibucho-costa-mesa","250 reviews","$$$","Sushi Bars, Japanese","Sushi Bars; Japanese","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sushi; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=japanese","590 W 19th St","Costa Mesa, CA 92627","(949) 642-2677","https://s3-media1.fl.yelpcdn.com/photo/dE_H1TawTz1nBWZqIqzpmg/30s.jpg","Vu N.","https://www.yelp.com/user_details?userid=JIM2PBNfmnreRlzvE9-_6w","This place is an authentic sushi restaurant. Do not come here expecting dragon rolls or fluffy sushi stuff. Nope, this place is an authentic sushi restaurant. 1/2 a waitress who will…","read more","https://www.yelp.com/biz/sushi-shibucho-costa-mesa?hrid=CozKEygVaGPRJSopX2yM7Q"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=70","https://s3-media1.fl.yelpcdn.com/bphoto/obMareerTXI6UmhojBhcUg/90s.jpg","El Campeon Carniceria","https://www.yelp.com/biz/el-campeon-carniceria-costa-mesa","72.","El Campeon Carniceria","https://www.yelp.com/biz/el-campeon-carniceria-costa-mesa","52 reviews","$","Grocery, Mexican","Grocery; Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=grocery; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","517 W Wilson St","Costa Mesa, CA 92627","(949) 548-3978","https://s3-media4.fl.yelpcdn.com/photo/3l7qch_rrbbJ5Gt8l8258g/30s.jpg","James S.","https://www.yelp.com/user_details?userid=Ptv69sjO_tgDw-a9C1ApFw","Excellent tacos. Quality meat,good size,tasty salsa with the correct amount of heat. I'll definitely come back. Don't be scared if you're white !","read more","https://www.yelp.com/biz/el-campeon-carniceria-costa-mesa?hrid=2LZyozFhuMBynazX6L8tog"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=70","https://s3-media2.fl.yelpcdn.com/bphoto/nfrb7UK8Gz9dl-p-lgzzPg/90s.jpg","Avila's El Ranchito Mexican Restaurant","https://www.yelp.com/biz/avilas-el-ranchito-mexican-restaurant-costa-mesa","73.","Avila’s El Ranchito Mexican Restaurant","https://www.yelp.com/biz/avilas-el-ranchito-mexican-restaurant-costa-mesa","348 reviews","$$","Mexican","Mexican","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=mexican","2101 Placentia Ave","Costa Mesa, CA 92627","(949) 642-1142","https://s3-media3.fl.yelpcdn.com/photo/DOFsKIWcSP-fDjAyoCH4Wg/30s.jpg","Freddy O.","https://www.yelp.com/user_details?userid=VsW9-FhB1Bwm9ILlfzXKlA","This was the first time the wife and I hit up this location and they earned a full 5 stars. Rocky our waiter was on point. Very attentive, made sure we always had chips, beverages…","read more","https://www.yelp.com/biz/avilas-el-ranchito-mexican-restaurant-costa-mesa?hrid=tsvjWAvYZT-2sViSvUyemw"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=70","https://s3-media1.fl.yelpcdn.com/bphoto/ItcHHg5YJkws501kdFZTXw/90s.jpg","From Philly","https://www.yelp.com/biz/from-philly-costa-mesa-2","74.","From Philly","https://www.yelp.com/biz/from-philly-costa-mesa-2","82 reviews","$$","Cheesesteaks, Sandwiches, Ice Cream & Frozen Yogurt","Cheesesteaks; Sandwiches; Ice Cream & Frozen Yogurt","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=cheesesteaks; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=icecream","612 Baker St","Costa Mesa, CA 92626","(714) 754-1655","https://s3-media3.fl.yelpcdn.com/photo/rZoAu5ptTqd65iDc2d3t0Q/30s.jpg","Tyler M.","https://www.yelp.com/user_details?userid=SuPA7omEH4djtaHgmZZDFg","Everyone says they know the best Philly spot. I had 3 Co-Workers who all said they know better places and when I had them try From Philly, they all agree that this place is the best.…","read more","https://www.yelp.com/biz/from-philly-costa-mesa-2?hrid=1_WKeWmnaXVE0mphUOt_eA"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=70","https://s3-media3.fl.yelpcdn.com/bphoto/C5c033A2CmVm3xIryHcnNQ/90s.jpg","Newport Rib Company","https://www.yelp.com/biz/newport-rib-company-costa-mesa","75.","Newport Rib Company","https://www.yelp.com/biz/newport-rib-company-costa-mesa","490 reviews","$$","Barbeque, Steakhouses","Barbeque; Steakhouses","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=bbq; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=steak","2196 Harbor Blvd","Costa Mesa, CA 92627","(949) 631-2110","https://s3-media3.fl.yelpcdn.com/photo/0rqgf4u-rYyT9Rkw8dqZGw/30s.jpg","Ulysses Z.","https://www.yelp.com/user_details?userid=FbNHTIYkP3mFYEnx81Klcg","I HAD BBQ AT A WEDDING RECEPTION AND IT WAS GLORIOUS!!!  Cool couple we know got married at the Japanese Friendship Garden at Cal State Long Beach... beautiful place .. and they had…","read more","https://www.yelp.com/biz/newport-rib-company-costa-mesa?hrid=v5XvKwS99JPHCP_izNkwVg"
"https://www.yelp.com/search?find_loc=Costa+Mesa,+CA&start=70","https://s3-media4.fl.yelpcdn.com/bphoto/Qe-IF2jT8wEEJIgeT3Ww1g/90s.jpg","Mendocino Farms","https://www.yelp.com/biz/mendocino-farms-costa-mesa","76.","Mendocino Farms","https://www.yelp.com/biz/mendocino-farms-costa-mesa","495 reviews","$$","Sandwiches, Salad","Sandwiches; Salad","https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=sandwiches; https://www.yelp.com/search?find_loc=Costa+Mesa%2C+CA&cflt=salad","450 E 17th St","Costa Mesa, CA 92627","(949) 548-2500","https://s3-media3.fl.yelpcdn.com/photo/bz7SVCWYF75gz0Q2TgdArA/30s.jpg","Sebastian C.","https://www.yelp.com/user_details?userid=Gl9B1YoqJme5fvgmDRwW7w","Fantastic customer service by Anthony!  This is your typical Mendocino Farms which offers many great samples and great quality food. One thing that sticks out here out of all the…","read more","https://www.yelp.com/biz/mendocino-farms-costa-mesa?hrid=E0sxl7h_cWB2ngdgvksK7A"
